tarih,yolcu_turu,uyruk,cikis_turu,liman_sinir_kapisi,ziyaretci_sayisi
2019-09-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,188353
2019-10-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,190551
2019-11-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,201135
2019-12-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,216927
2020-01-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,224181
2020-02-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,196868
2020-03-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,98415
2020-04-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,0
2020-05-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,37
2020-06-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,26379
2020-07-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,71445
2020-08-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,68810
2020-09-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,52900
2020-10-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,60198
2020-11-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,58185
2020-12-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,69467
2021-01-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,47736
2021-02-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,44947
2021-03-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,63800
2021-04-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,54118
2021-05-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,63394
2021-06-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,107183
2021-07-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,156002
2021-08-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,135823
2021-09-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,125622
2021-10-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,141734
2021-11-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,144547
2021-12-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,166142
2022-01-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,134927
2022-02-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,139910
2022-03-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,151231
2022-04-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,137315
2022-05-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,185603
2022-06-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,185907
2022-07-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,189195
2022-08-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,163677
2022-09-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,172704
2022-10-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,187409
2019-01-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,453924
2019-02-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,376290
2019-03-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,404961
2019-04-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,81147
2019-05-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,2927
2019-06-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,2624
2019-07-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,3137
2019-08-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,2816
2019-09-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,2849
2019-10-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,2989
2019-11-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,3176
2019-12-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,3169
2020-01-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,3026
2020-02-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,2711
2020-03-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,3077
2020-04-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4568
2020-05-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,6367
2020-06-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4150
2020-07-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4226
2020-08-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4137
2020-09-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4536
2020-10-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4681
2020-11-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4832
2020-12-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4536
2021-01-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4073
2021-02-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4184
2021-03-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4615
2021-04-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4464
2021-05-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4674
2021-06-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4576
2021-07-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4441
2021-08-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,3989
2021-09-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,3978
2021-10-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4301
2021-11-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,4114
2021-12-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,3845
2022-01-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,3192
2022-02-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1755
2022-03-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1415
2022-04-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1438
2022-05-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1235
2022-06-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1543
2022-07-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1420
2022-08-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1460
2022-09-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1391
2022-10-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1378
2019-01-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,7171
2019-02-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,9903
2019-03-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,8719
2019-04-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,319613
2019-05-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,380171
2019-06-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,426854
2019-07-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,413469
2019-08-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,516298
2019-09-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,500159
2019-10-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,464539
2019-11-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,435269
2019-12-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,370972
2020-01-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,452264
2020-02-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,355659
2020-03-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,155395
2020-04-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,6383
2020-05-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,4255
2020-06-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,26248
2020-07-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,76801
2020-08-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,156256
2020-09-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,131070
2020-10-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,117987
2020-11-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,102109
2020-12-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,99105
2021-01-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,102967
2021-02-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,91768
2021-03-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,112793
2021-04-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,123629
2021-05-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,117317
2021-06-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,144167
2021-07-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,206656
2021-08-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,321170
2021-09-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,292475
2021-10-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,281327
2021-11-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,251128
2021-12-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,229944
2022-01-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,243756
2022-02-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,213977
2022-03-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,257719
2022-04-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,271768
2022-05-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,336109
2022-06-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,340177
2022-07-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,335353
2022-08-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,379550
2022-09-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,400181
2022-10-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,351139
2019-01-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,189830
2019-02-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,162612
2019-03-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,181580
2019-04-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,200135
2019-05-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,181940
2019-06-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,198975
2019-07-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,193989
2019-08-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,200684
2019-09-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,228651
2019-10-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,216930
2019-11-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,214319
2019-12-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,210295
2020-01-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,234916
2020-02-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,193795
2020-03-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,74117
2020-04-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,0
2020-05-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,67
2020-06-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,9316
2020-07-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,41169
2020-08-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,83664
2020-09-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,75233
2020-10-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,70353
2020-11-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,65440
2020-12-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,60929
2021-01-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,62378
2021-02-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,46604
2021-03-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,57789
2021-04-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,61773
2021-05-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,52742
2021-06-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,78094
2021-07-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,103212
2021-08-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,153608
2021-09-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,167397
2021-10-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,164932
2021-11-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,156554
2021-12-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,153804
2022-01-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,153230
2022-02-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,136086
2022-03-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,156250
2022-04-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,141628
2022-05-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,175860
2022-06-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,172141
2022-07-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,164885
2022-08-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,179922
2022-09-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,221596
2022-10-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,217784
2022-10-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1919
2022-09-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1928
2022-08-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1669
2022-07-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1759
2022-06-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1641
2022-05-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1444
2022-04-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1191
2022-03-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1281
2022-02-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,954
2022-01-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1001
2021-12-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1599
2021-11-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1497
2021-10-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1231
2021-09-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1311
2021-08-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1333
2021-07-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1377
2021-06-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1207
2021-05-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,797
2021-04-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,895
2021-03-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1502
2021-02-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,682
2021-01-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,779
2020-12-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,785
2020-11-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1242
2020-10-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1631
2020-09-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1417
2020-08-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1257
2020-07-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1442
2020-06-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,825
2020-05-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,366
2020-04-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,256
2020-03-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,851
2020-02-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,789
2020-01-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1445
2019-12-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1168
2019-11-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1316
2019-10-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1625
2019-09-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1591
2019-08-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1543
2019-07-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1489
2019-06-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1223
2019-05-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1349
2019-04-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,164528
2019-03-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,888335
2019-02-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,745126
2019-01-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,703917
2022-10-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,445996
2022-09-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,420989
2022-08-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,429797
2022-07-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,458087
2022-06-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,382551
2022-05-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,373527
2022-04-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,290524
2022-03-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,340054
2022-02-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,328501
2022-01-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,266577
2021-12-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,343739
2021-11-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,303833
2021-10-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,341388
2021-09-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,284328
2021-08-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,317638
2021-07-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,365630
2021-06-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,224175
2021-05-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,118931
2021-04-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,113459
2021-03-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,136349
2021-02-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,85309
2021-01-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,93726
2020-12-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,132942
2020-11-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,131688
2020-10-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,167277
2020-09-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,132786
2020-08-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,138397
2020-07-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,102208
2020-06-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,21944
2020-05-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,46
2020-04-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,0
2020-03-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,110384
2020-02-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,269526
2020-01-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,280703
2019-12-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,318090
2019-11-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,270663
2019-10-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,331026
2019-09-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,330474
2019-08-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,397814
2019-07-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,448236
2019-06-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,344427
2019-05-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,232990
2019-04-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,325254
2019-03-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,260690
2019-02-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,220458
2019-01-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,204411
2022-10-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1090537
2022-09-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1147949
2022-08-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1204215
2022-07-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1270833
2022-06-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1063081
2022-05-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1006368
2022-04-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,673305
2022-03-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,811803
2022-02-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,623749
2022-01-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,521148
2021-12-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,696555
2021-11-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,687124
2021-10-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,806070
2021-09-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,687171
2021-08-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,680794
2021-07-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,761092
2021-06-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,456000
2021-05-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,302669
2021-04-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,302669
2021-03-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,404845
2021-02-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,262492
2021-01-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,237949
2020-12-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,271482
2020-11-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,303960
2020-10-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,361239
2020-09-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,323714
2020-08-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,293598
2020-07-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,193990
2020-06-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,42032
2020-05-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,356
2020-04-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,669
2020-03-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,261475
2020-02-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,689147
2020-01-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,731855
2019-12-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,805680
2019-11-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,809521
2019-10-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1008259
2019-09-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1024105
2019-08-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1136770
2019-07-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1212893
2019-06-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1011936
2019-05-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,779122
2019-04-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,836836
2019-03-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,13384
2019-02-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,16326
2019-01-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,7551
2024-01-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1472
2024-01-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,357705
2024-01-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,474448
2024-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,106
2024-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2024-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,3
2024-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2024-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,475
2024-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,537
2024-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,991
2024-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,878
