tarih,yolcu_turu,uyruk,cikis_turu,liman_sinir_kapisi,ziyaretci_sayisi
2022-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,51
2022-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,50
2022-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,31
2022-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,141
2022-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,67
2022-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,104
2022-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,35
2022-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,54
2022-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,357
2022-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,425
2021-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,500
2021-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,456
2021-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,588
2021-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,541
2021-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,448
2021-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,418
2021-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,543
2021-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,558
2021-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,751
2021-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,576
2021-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,584
2021-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,798
2020-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,658
2020-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,816
2020-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,377
2020-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,473
2020-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,191
2020-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,222
2020-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,109
2020-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,77
2020-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,151
2020-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,348
2020-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,347
2020-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,410
2019-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,476
2019-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,392
2019-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,463
2019-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,427
2019-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,440
2019-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,446
2019-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,455
2019-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,287
2019-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,249
2019-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,254
2019-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,343
2019-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,359
2022-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,49
2022-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,612
2022-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,139
2022-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,35
2022-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,24
2022-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,21
2022-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,2
2022-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,16
2021-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,2
2021-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2021-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2021-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2021-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2021-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,200
2021-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2021-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2021-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2020-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,57
2019-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2019-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2022-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,119
2022-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,127
2022-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,131
2022-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,9
2022-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,8
2022-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,3
2022-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,2
2021-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,2
2021-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,51
2021-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,13
2019-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,7
2019-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,2
2019-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,1
2019-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,53
2019-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2022-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,8
2022-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2022-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2022-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,7
2022-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,24
2022-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2022-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,9
2022-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,6
2021-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2021-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2021-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,5
2021-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,6
2021-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2021-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,36
2021-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,46
2021-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2021-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2020-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2020-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2020-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2020-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2020-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2020-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,10
2020-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2020-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2020-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2020-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2020-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2020-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2019-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,10
2019-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,15
2019-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2019-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2019-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,8
2019-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,15
2019-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2022-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,591
2022-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,589
2022-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,634
2022-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,1434
2022-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,480
2022-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,462
2022-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,489
2022-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,588
2022-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,643
2022-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,658
2021-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,603
2021-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,557
2021-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,765
2021-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,400
2021-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,725
2021-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,456
2021-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,516
2021-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,441
2021-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,587
2021-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,740
2021-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,582
2021-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,474
2020-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,313
2020-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,363
2020-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,354
2020-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,417
2020-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,346
2020-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,304
2020-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,272
2020-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,245
2020-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,246
2020-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,385
2020-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,295
2020-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,357
2019-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,441
2019-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,296
2019-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,478
2019-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,231
2019-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,263
2019-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,304
2019-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,336
2019-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,508
2019-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,205
2019-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,415
2019-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,501
2019-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,373
2022-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,660
2022-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,663
2022-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,675
2022-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,619
2022-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,683
2022-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,690
2022-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,662
2022-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,730
2022-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,426
2022-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,538
2021-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,487
2021-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,529
2021-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,567
2021-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,667
2021-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,600
2021-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,717
2021-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,722
2021-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,754
2021-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,697
2021-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,693
2021-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,679
2021-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,559
2020-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,629
2020-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,689
2020-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,831
2020-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,793
2020-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,837
2020-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,925
2020-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,698
2020-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,486
2020-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,336
2020-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,663
2020-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,678
2020-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,392
2019-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,313
2019-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,374
2019-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,427
2019-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,948
2019-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,559
2019-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,821
2019-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,443
2019-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,738
2019-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,660
2019-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,661
2019-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,515
2019-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,580
2022-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,961
2022-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,677
2022-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,689
2022-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,729
2022-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,857
2022-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,889
2022-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,842
2022-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,920
2022-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,607
2022-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,652
2021-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,668
2021-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,695
2021-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,728
2021-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,754
2021-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,724
2021-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,852
2021-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,756
2021-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,815
2021-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,852
2021-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,810
2021-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,765
2021-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,676
2020-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,871
2020-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,833
2020-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,908
2020-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,799
2020-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,864
2020-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,800
2020-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,766
2020-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,634
2020-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,383
2020-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,737
2020-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,728
2020-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,892
2019-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1044
2019-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1125
2019-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1241
2019-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1198
2019-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1201
2019-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1275
2019-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1104
2019-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1183
2019-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1216
2019-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1198
2019-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1049
2019-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,988
2022-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1817
2022-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1038
2022-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,850
2022-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,667
2022-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,562
