date,Country Code,ziyaretci_sayisi
2023-07,OMN,16484
2023-10,OMN,6902
2024-01,OMN,10360
2024-04,OMN,12836
2024-07,OMN,5801
2022-01,URY,681
2022-04,URY,1624
2022-07,URY,1736
2022-10,URY,1293
2023-01,URY,696
2023-04,URY,2370
2023-07,URY,1859
2023-10,URY,1003
2024-01,URY,853
2024-04,URY,1576
2024-07,URY,703
2022-01,VUT,57
2022-04,VUT,110
2022-07,VUT,87
2022-10,VUT,85
2023-01,VUT,70
2023-04,VUT,103
2023-07,VUT,89
2023-10,VUT,72
2024-01,VUT,89
2024-04,VUT,80
2024-07,VUT,26
2022-01,VAT,3
2022-04,VAT,7
2022-07,VAT,5
2022-10,VAT,8
2023-01,VAT,6
2023-04,VAT,3
2023-07,VAT,10
2023-10,VAT,7
2024-01,VAT,4
2024-04,VAT,12
2024-07,VAT,1
2022-01,VEN,3724
2022-04,VEN,4119
2022-07,VEN,4855
2022-10,VEN,4174
2023-01,VEN,3281
2023-04,VEN,4731
2023-07,VEN,6868
2023-10,VEN,5704
2024-01,VEN,5403
2024-04,VEN,6077
2024-07,VEN,2318
2022-01,VNM,461
2022-04,VNM,1070
2022-07,VNM,1012
2022-10,VNM,1032
2023-01,VNM,660
2023-04,VNM,1018
2023-07,VNM,1164
2023-10,VNM,1374
2024-01,VNM,961
2024-04,VNM,2260
2024-07,VNM,688
2021-01,YEM,1980
2022-01,YEM,5601
2022-04,YEM,6838
2022-07,YEM,11786
2022-10,YEM,7863
2023-01,YEM,6110
2023-04,YEM,8854
2023-07,YEM,10935
2023-10,YEM,6545
2024-01,YEM,5605
2024-04,YEM,7783
2024-07,YEM,3015
2022-01,NZL,940
2022-04,NZL,2604
2022-07,NZL,4380
2022-10,NZL,2895
2023-01,NZL,2096
2023-04,NZL,6146
2023-07,NZL,8616
2023-10,NZL,4303
2024-01,NZL,2539
2024-04,NZL,7135
2024-07,NZL,2952
2019-01,GRC,28183
2019-04,GRC,27433
2019-07,GRC,5986
2020-01,GRC,21170
2020-04,GRC,247
2020-07,GRC,618
2021-04,GRC,4672
2021-07,GRC,8054
2021-10,GRC,17913
2022-01,GRC,17165
2022-04,GRC,23133
2022-07,GRC,17527
2022-10,GRC,25284
2023-01,GRC,23427
2023-04,GRC,22984
2023-07,GRC,20158
2023-10,GRC,35447
2024-01,GRC,37854
2024-04,GRC,28996
2024-07,GRC,6222
2022-01,ZMB,274
2022-04,ZMB,284
2022-07,ZMB,340
2022-10,ZMB,342
2023-01,ZMB,176
2023-04,ZMB,202
2023-07,ZMB,338
2023-10,ZMB,197
2024-01,ZMB,156
2024-04,ZMB,193
2024-07,ZMB,67
2022-01,ZWE,621
2022-04,ZWE,878
2022-07,ZWE,813
2022-10,ZWE,722
2023-01,ZWE,552
2023-04,ZWE,595
2023-07,ZWE,673
2023-10,ZWE,562
2024-01,ZWE,445
2024-04,ZWE,524
2024-07,ZWE,179
2022-01,TCD,1659
2022-04,TCD,1458
2022-07,TCD,2098
2022-10,TCD,1569
2023-01,TCD,1326
2023-04,TCD,1005
2023-07,TCD,1667
2023-10,TCD,1409
2024-01,TCD,1037
2024-04,TCD,873
2024-07,TCD,381
2021-01,CZW,881
2022-01,CZW,6569
2022-04,CZW,10151
2022-07,CZW,9295
2022-10,CZW,10562
2023-01,CZW,8970
2023-04,CZW,10732
2023-07,CZW,9879
2023-10,CZW,12382
2024-01,CZW,11975
2024-04,CZW,11137
2024-07,CZW,3144
2019-01,CHN,50211
2019-04,CHN,106771
2019-07,CHN,115786
2019-10,CHN,77569
2020-01,CHN,25667
2020-04,CHN,108
2020-07,CHN,3530
2020-10,CHN,5133
2021-01,CHN,6498
2021-04,CHN,4002
2021-10,CHN,6997
2022-01,CHN,8820
2022-04,CHN,18899
2022-07,CHN,21218
2022-10,CHN,23124
2023-01,CHN,28685
2023-04,CHN,50505
2023-07,CHN,72295
2023-10,CHN,69715
2024-01,CHN,72470
2024-04,CHN,99641
2024-07,CHN,38950
2019-01,UZB,47827
2019-04,UZB,57498
2019-07,UZB,68903
2019-10,UZB,56503
2020-01,UZB,45644
2020-04,UZB,305
2020-07,UZB,12161
2020-10,UZB,34110
2021-01,UZB,38938
2021-04,UZB,41924
2021-07,UZB,81301
2021-10,UZB,75260
2022-01,UZB,73622
2022-04,UZB,91024
2022-07,UZB,108812
2022-10,UZB,88223
2023-01,UZB,80629
2023-04,UZB,97521
2023-07,UZB,119197
2023-10,UZB,92412
2024-01,UZB,87973
2024-04,UZB,115862
2024-07,UZB,51292
2019-01,JOR,48921
2019-04,JOR,76429
2019-07,JOR,137182
2019-10,JOR,62979
2020-01,JOR,38493
2020-04,JOR,395
2020-07,JOR,12321
2020-10,JOR,26417
2021-01,JOR,19624
2021-04,JOR,32824
2021-07,JOR,102221
2021-10,JOR,64420
2022-01,JOR,48792
2022-04,JOR,75984
2022-07,JOR,135415
2022-10,JOR,64514
2023-01,JOR,42169
2023-04,JOR,62872
2023-07,JOR,96343
2023-10,JOR,36698
2024-01,JOR,33840
2024-04,JOR,61042
2024-07,JOR,29709
2019-01,IRN,208923
2019-04,IRN,207139
2019-07,IRN,269499
2019-10,IRN,235577
2020-01,IRN,135830
2020-04,IRN,1036
2020-07,IRN,26137
2020-10,IRN,70118
2021-01,IRN,118931
2021-04,IRN,112481
2021-07,IRN,269319
2021-10,IRN,281273
2022-01,IRN,253521
2022-04,IRN,286037
2022-07,IRN,305465
2022-10,IRN,252970
2023-01,IRN,220036
2023-04,IRN,239576
2023-07,IRN,310499
2023-10,IRN,283527
2024-01,IRN,264137
2024-04,IRN,261198
2024-07,IRN,101146
2019-04,IRL,3394
2019-07,IRL,7222
2020-04,IRL,162
2020-07,IRL,1963
2022-01,IRL,9202
2022-04,IRL,12320
2022-07,IRL,14360
2022-10,IRL,10667
2023-01,IRL,9548
2023-04,IRL,13051
2023-07,IRL,15259
2023-10,IRL,10886
2024-01,IRL,10259
2024-04,IRL,13245
2024-07,IRL,4696
2019-01,ESP,36435
2019-04,ESP,51583
2019-07,ESP,65585
2019-10,ESP,57130
2020-01,ESP,30497
2020-04,ESP,184
2020-07,ESP,9397
2020-10,ESP,10333
2021-01,ESP,8738
2021-04,ESP,11826
2021-07,ESP,30884
2021-10,ESP,42593
2022-01,ESP,32692
2022-04,ESP,55766
2022-07,ESP,82972
2022-10,ESP,69226
2023-01,ESP,42360
2023-04,ESP,61634
2023-07,ESP,77792
2023-10,ESP,70205
2024-01,ESP,58170
2024-04,ESP,66459
2024-07,ESP,29719
2019-01,ISR,56636
2019-04,ISR,75974
2019-07,ISR,90221
2019-10,ISR,84896
2020-01,ISR,52487
2020-04,ISR,327
2020-07,ISR,21838
2020-10,ISR,32506
2021-01,ISR,10850
2021-04,ISR,27509
2021-07,ISR,39757
2021-10,ISR,93826
2022-01,ISR,86729
2022-04,ISR,110466
2022-07,ISR,128372
2022-10,ISR,147996
2023-01,ISR,103639
2023-04,ISR,121634
2023-07,ISR,133560
2023-10,ISR,19671
2024-01,ISR,9967
2024-04,ISR,13393
2024-07,ISR,5384
2019-01,SWE,31346
2019-04,SWE,50741
2019-07,SWE,50601
2019-10,SWE,37865
2020-01,SWE,23541
2020-04,SWE,1364
2020-07,SWE,21038
2020-10,SWE,20436
2021-01,SWE,12028
2021-04,SWE,22837
2021-07,SWE,44047
2021-10,SWE,37810
2022-01,SWE,32015
2022-04,SWE,47327
2022-07,SWE,47879
2022-10,SWE,33400
2023-01,SWE,28732
2023-04,SWE,39532
2023-07,SWE,44604
2023-10,SWE,34881
2024-01,SWE,33807
2024-04,SWE,44768
2024-07,SWE,19006
2019-01,CHE,23608
2019-04,CHE,26055
2019-07,CHE,40191
2019-10,CHE,34558
2020-01,CHE,19315
2020-04,CHE,1190
2020-07,CHE,18804
2020-10,CHE,18909
2021-01,CHE,11662
2021-04,CHE,13742
2021-07,CHE,37530
2021-10,CHE,33614
2022-01,CHE,26826
2022-04,CHE,42677
2022-07,CHE,45051
2022-10,CHE,37943
2023-01,CHE,26536
2023-04,CHE,39457
2023-07,CHE,47349
2023-10,CHE,39617
2024-01,CHE,32906
2024-04,CHE,46694
2024-07,CHE,20626
2019-01,ITA,55030
2019-04,ITA,71215
2019-07,ITA,86123
2019-10,ITA,72051
2020-01,ITA,35846
2020-04,ITA,413
2020-07,ITA,12929
2020-10,ITA,12974
2021-01,ITA,13418
2021-04,ITA,14793
2021-07,ITA,29769
2021-10,ITA,37305
2022-01,ITA,33669
2022-04,ITA,68176
2022-07,ITA,104287
2022-10,ITA,96086
2023-01,ITA,66221
2023-04,ITA,116423
2023-07,ITA,124324
2023-10,ITA,124630
2024-01,ITA,87769
2024-04,ITA,116766
2024-07,ITA,42517
2022-01,ISL,229
2022-04,ISL,482
2022-07,ISL,531
2022-10,ISL,361
2023-01,ISL,334
2023-04,ISL,493
2023-07,ISL,511
2023-10,ISL,496
2024-01,ISL,440
2024-04,ISL,570
2024-07,ISL,298
2019-04,CHL,2151
2020-04,CHL,4
2022-01,CHL,1963
2022-04,CHL,3621
2022-07,CHL,4068
2022-10,CHL,3598
2023-01,CHL,3195
2023-04,CHL,5664
2023-07,CHL,5452
2023-10,CHL,4374
2024-01,CHL,3108
2024-04,CHL,5679
2024-07,CHL,1384
