tarih,havalimani,hat,yolcu_sayisi
2019-11-01,Muğla Dalaman,Dış,13708
2019-11-01,Muğla Milas-Bodrum,Dış,2382
2019-11-01,Muş,Dış,0
2019-11-01,Nevşehir Kapadokya,Dış,0
2019-11-01,Ordu-Giresun,Dış,0
2019-11-01,Samsun Çarşamba,Dış,6731
2019-11-01,Siirt,Dış,0
2019-11-01,Sinop,Dış,0
2019-11-01,Sivas,Dış,324
2019-11-01,Tekirdağ Çorlu,Dış,0
2019-11-01,Tokat,Dış,0
2019-11-01,Trabzon,Dış,4771
2019-11-01,Uşak,Dış,0
2019-11-01,Van,Dış,0
2019-11-01,Zafer,Dış,128
2019-11-01,Zonguldak Çaycuma,Dış,0
2019-11-01,Çanakkale,Dış,0
2019-11-01,İstanbul,Dış,4117101
2019-11-01,İstanbul Atatürk,Dış,0
2019-11-01,İstanbul Sabiha Gökçen,Dış,1118607
2019-11-01,İzmir Adnan Menderes,Dış,153153
2019-11-01,Şanlıurfa GAP,Dış,0
2019-11-01,Şırnak,Dış,0
2019-10-01,Adana,Dış,63404
2019-10-01,Adıyaman,Dış,0
2019-10-01,Alanya Gazipaşa,Dış,61694
2019-10-01,Amasya Merzifon,Dış,0
2019-10-01,Ankara Esenboğa,Dış,197247
2019-10-01,Antalya,Dış,3502346
2019-10-01,Aydın,Dış,0
2019-10-01,Ağrı,Dış,0
2019-10-01,Balıkesir Edremit,Dış,0
2019-10-01,Balıkesir Merkez,Dış,0
2019-10-01,Batman,Dış,0
2019-10-01,Bingöl,Dış,0
2019-10-01,Bursa Yenişehir,Dış,451
2019-10-01,Denizli Çardak,Dış,11126
2019-10-01,Diyarbakır,Dış,9091
2019-10-01,Elazığ,Dış,3942
2019-10-01,Erzincan,Dış,0
2019-10-01,Erzurum,Dış,0
2019-10-01,Eskişehir,Dış,4778
2019-10-01,Gaziantep,Dış,34423
2019-10-01,Gökçeada,Dış,0
2019-10-01,Hakkari Yüksekova,Dış,0
2019-10-01,Hatay,Dış,18598
2019-10-01,Isparta,Dış,4267
2019-10-01,Iğdır,Dış,0
2019-10-01,Kahramanmaraş,Dış,146
2019-10-01,Kars,Dış,0
2019-10-01,Kastamonu,Dış,0
2019-10-01,Kayseri,Dış,28877
2019-10-01,Kocaeli,Dış,0
2019-10-01,Konya,Dış,8943
2019-10-01,Malatya,Dış,1148
2019-10-01,Mardin,Dış,0
2019-10-01,Muğla Dalaman,Dış,335263
2019-10-01,Muğla Milas-Bodrum,Dış,176823
2019-10-01,Muş,Dış,0
2019-10-01,Nevşehir Kapadokya,Dış,50
2019-10-01,Ordu-Giresun,Dış,2695
2019-10-01,Samsun Çarşamba,Dış,10951
2019-10-01,Siirt,Dış,0
2019-10-01,Sinop,Dış,0
2019-10-01,Sivas,Dış,489
2019-10-01,Tekirdağ Çorlu,Dış,0
2019-10-01,Tokat,Dış,0
2019-10-01,Trabzon,Dış,8324
2019-10-01,Uşak,Dış,0
2019-10-01,Van,Dış,0
2019-10-01,Zafer,Dış,2112
2019-10-01,Zonguldak Çaycuma,Dış,1868
2019-10-01,Çanakkale,Dış,0
2019-10-01,İstanbul,Dış,4726367
2019-10-01,İstanbul Atatürk,Dış,0
2019-10-01,İstanbul Sabiha Gökçen,Dış,1297758
2019-10-01,İzmir Adnan Menderes,Dış,342694
2019-10-01,Şanlıurfa GAP,Dış,0
2019-10-01,Şırnak,Dış,0
2019-09-01,Adana,Dış,71088
2019-09-01,Adıyaman,Dış,0
2019-09-01,Alanya Gazipaşa,Dış,90851
2019-09-01,Amasya Merzifon,Dış,0
2019-09-01,Ankara Esenboğa,Dış,215778
2019-09-01,Antalya,Dış,4235979
2019-09-01,Aydın,Dış,0
2019-09-01,Ağrı,Dış,0
2019-09-01,Balıkesir Edremit,Dış,507
2019-09-01,Balıkesir Merkez,Dış,0
2019-09-01,Batman,Dış,185
2019-09-01,Bingöl,Dış,0
2019-09-01,Bursa Yenişehir,Dış,487
2019-09-01,Denizli Çardak,Dış,12875
2019-09-01,Diyarbakır,Dış,10673
2019-09-01,Elazığ,Dış,5701
2019-09-01,Erzincan,Dış,0
2019-09-01,Erzurum,Dış,695
2019-09-01,Eskişehir,Dış,6102
2019-09-01,Gaziantep,Dış,38060
2019-09-01,Gökçeada,Dış,0
2019-09-01,Hakkari Yüksekova,Dış,0
2019-09-01,Hatay,Dış,25453
2019-09-01,Isparta,Dış,6196
2019-09-01,Iğdır,Dış,0
2019-09-01,Kahramanmaraş,Dış,0
2019-09-01,Kars,Dış,0
2019-09-01,Kastamonu,Dış,184
2019-09-01,Kayseri,Dış,36015
2019-09-01,Kocaeli,Dış,1352
2019-09-01,Konya,Dış,9849
2019-09-01,Malatya,Dış,1950
2019-09-01,Mardin,Dış,186
2019-09-01,Muğla Dalaman,Dış,565295
2019-09-01,Muğla Milas-Bodrum,Dış,335841
2019-09-01,Muş,Dış,365
2019-09-01,Nevşehir Kapadokya,Dış,813
2019-09-01,Ordu-Giresun,Dış,2706
2019-09-01,Samsun Çarşamba,Dış,18804
2019-09-01,Siirt,Dış,0
2019-09-01,Sinop,Dış,0
2019-09-01,Sivas,Dış,0
2019-09-01,Tekirdağ Çorlu,Dış,0
2019-09-01,Tokat,Dış,0
2019-09-01,Trabzon,Dış,35811
2019-09-01,Uşak,Dış,0
2019-09-01,Van,Dış,319
2019-09-01,Zafer,Dış,3027
2019-09-01,Zonguldak Çaycuma,Dış,2094
2019-09-01,Çanakkale,Dış,374
2019-09-01,İstanbul,Dış,4729378
2019-09-01,İstanbul Atatürk,Dış,0
2019-09-01,İstanbul Sabiha Gökçen,Dış,1291922
2019-09-01,İzmir Adnan Menderes,Dış,447137
2019-09-01,Şanlıurfa GAP,Dış,329
2019-09-01,Şırnak,Dış,0
2019-08-01,Adana,Dış,85809
2019-08-01,Adıyaman,Dış,345
2019-08-01,Alanya Gazipaşa,Dış,108638
2019-08-01,Amasya Merzifon,Dış,395
2019-08-01,Ankara Esenboğa,Dış,282377
2019-08-01,Antalya,Dış,4932588
2019-08-01,Aydın,Dış,0
2019-08-01,Ağrı,Dış,0
2019-08-01,Balıkesir Edremit,Dış,292
2019-08-01,Balıkesir Merkez,Dış,0
2019-08-01,Batman,Dış,191
2019-08-01,Bingöl,Dış,0
2019-08-01,Bursa Yenişehir,Dış,2413
2019-08-01,Denizli Çardak,Dış,14287
2019-08-01,Diyarbakır,Dış,13341
2019-08-01,Elazığ,Dış,8647
2019-08-01,Erzincan,Dış,156
2019-08-01,Erzurum,Dış,566
2019-08-01,Eskişehir,Dış,16320
2019-08-01,Gaziantep,Dış,53310
2019-08-01,Gökçeada,Dış,0
2019-08-01,Hakkari Yüksekova,Dış,0
2019-08-01,Hatay,Dış,36966
2019-08-01,Isparta,Dış,5697
2019-08-01,Iğdır,Dış,0
2019-08-01,Kahramanmaraş,Dış,58
2019-08-01,Kars,Dış,0
2019-08-01,Kastamonu,Dış,0
2019-08-01,Kayseri,Dış,57222
2019-08-01,Kocaeli,Dış,353
2019-08-01,Konya,Dış,22133
2019-08-01,Malatya,Dış,1949
2019-08-01,Mardin,Dış,535
2019-08-01,Muğla Dalaman,Dış,650590
2019-08-01,Muğla Milas-Bodrum,Dış,415963
2019-08-01,Muş,Dış,694
2019-08-01,Nevşehir Kapadokya,Dış,323
2019-08-01,Ordu-Giresun,Dış,7088
2019-08-01,Samsun Çarşamba,Dış,32136
2019-08-01,Siirt,Dış,0
2019-08-01,Sinop,Dış,0
2019-08-01,Sivas,Dış,976
2019-08-01,Tekirdağ Çorlu,Dış,0
2019-08-01,Tokat,Dış,0
2019-08-01,Trabzon,Dış,125955
2019-08-01,Uşak,Dış,0
2019-08-01,Van,Dış,501
2019-08-01,Zafer,Dış,5466
2019-08-01,Zonguldak Çaycuma,Dış,2427
2019-08-01,Çanakkale,Dış,906
2019-08-01,İstanbul,Dış,5256869
2019-08-01,İstanbul Atatürk,Dış,0
2019-08-01,İstanbul Sabiha Gökçen,Dış,1442271
2019-08-01,İzmir Adnan Menderes,Dış,562295
2019-08-01,Şanlıurfa GAP,Dış,1539
2019-08-01,Şırnak,Dış,0
2019-07-01,Adana,Dış,82879
2019-07-01,Adıyaman,Dış,338
2019-07-01,Alanya Gazipaşa,Dış,113587
2019-07-01,Amasya Merzifon,Dış,402
2019-07-01,Ankara Esenboğa,Dış,253323
2019-07-01,Antalya,Dış,4748340
2019-07-01,Aydın,Dış,0
2019-07-01,Ağrı,Dış,0
2019-07-01,Balıkesir Edremit,Dış,1047
2019-07-01,Balıkesir Merkez,Dış,0
2019-07-01,Batman,Dış,377
2019-07-01,Bingöl,Dış,0
2019-07-01,Bursa Yenişehir,Dış,2398
2019-07-01,Denizli Çardak,Dış,10495
2019-07-01,Diyarbakır,Dış,13152
2019-07-01,Elazığ,Dış,8737
2019-07-01,Erzincan,Dış,248
2019-07-01,Erzurum,Dış,1527
2019-07-01,Eskişehir,Dış,15457
2019-07-01,Gaziantep,Dış,47947
2019-07-01,Gökçeada,Dış,0
2019-07-01,Hakkari Yüksekova,Dış,0
2019-07-01,Hatay,Dış,28286
2019-07-01,Isparta,Dış,7246
2019-07-01,Iğdır,Dış,0
2019-07-01,Kahramanmaraş,Dış,58
2019-07-01,Kars,Dış,0
2019-07-01,Kastamonu,Dış,634
2019-07-01,Kayseri,Dış,47081
2019-07-01,Kocaeli,Dış,2124
2019-07-01,Konya,Dış,26473
2019-07-01,Malatya,Dış,1961
2019-07-01,Mardin,Dış,1084
2019-07-01,Muğla Dalaman,Dış,628012
2019-07-01,Muğla Milas-Bodrum,Dış,373746
2019-07-01,Muş,Dış,359
2019-07-01,Nevşehir Kapadokya,Dış,633
2019-07-01,Ordu-Giresun,Dış,6904
2019-07-01,Samsun Çarşamba,Dış,26021
2019-07-01,Siirt,Dış,0
2019-07-01,Sinop,Dış,0
2019-07-01,Sivas,Dış,1010
2019-07-01,Tekirdağ Çorlu,Dış,0
2019-07-01,Tokat,Dış,0
2019-07-01,Trabzon,Dış,115699
2019-07-01,Uşak,Dış,0
2019-07-01,Van,Dış,909
2019-07-01,Zafer,Dış,5168
2019-07-01,Zonguldak Çaycuma,Dış,1932
2019-07-01,Çanakkale,Dış,1673
2019-07-01,İstanbul,Dış,4889321
2019-07-01,İstanbul Atatürk,Dış,0
2019-07-01,İstanbul Sabiha Gökçen,Dış,1363690
2019-07-01,İzmir Adnan Menderes,Dış,517656
2019-07-01,Şanlıurfa GAP,Dış,1891
2019-07-01,Şırnak,Dış,0
2019-06-01,Adana,Dış,70380
2019-06-01,Adıyaman,Dış,0
2019-06-01,Alanya Gazipaşa,Dış,86901
2019-06-01,Amasya Merzifon,Dış,168
2019-06-01,Ankara Esenboğa,Dış,208054
2019-06-01,Antalya,Dış,4131085
2019-06-01,Aydın,Dış,0
2019-06-01,Ağrı,Dış,0
2019-06-01,Balıkesir Edremit,Dış,0
2019-06-01,Balıkesir Merkez,Dış,0
2019-06-01,Batman,Dış,0
2019-06-01,Bingöl,Dış,0
2019-06-01,Bursa Yenişehir,Dış,1321
2019-06-01,Denizli Çardak,Dış,11736
2019-06-01,Diyarbakır,Dış,8348
2019-06-01,Elazığ,Dış,4096
2019-06-01,Erzincan,Dış,170
2019-06-01,Erzurum,Dış,0
2019-06-01,Eskişehir,Dış,5849
2019-06-01,Gaziantep,Dış,33551
2019-06-01,Gökçeada,Dış,0
2019-06-01,Hakkari Yüksekova,Dış,0
2019-06-01,Hatay,Dış,23390
2019-06-01,Isparta,Dış,6629
2019-06-01,Iğdır,Dış,0
2019-06-01,Kahramanmaraş,Dış,0
2019-06-01,Kars,Dış,0
2019-06-01,Kastamonu,Dış,89
2019-06-01,Kayseri,Dış,31912
2019-06-01,Kocaeli,Dış,156
2019-06-01,Konya,Dış,11742
2019-06-01,Malatya,Dış,1161
2019-06-01,Mardin,Dış,0
2019-06-01,Muğla Dalaman,Dış,551838
2019-06-01,Muğla Milas-Bodrum,Dış,317798
2019-06-01,Muş,Dış,0
2019-06-01,Nevşehir Kapadokya,Dış,0
2019-06-01,Ordu-Giresun,Dış,2415
2019-06-01,Samsun Çarşamba,Dış,13243
2019-06-01,Siirt,Dış,0
2019-06-01,Sinop,Dış,0
2019-06-01,Sivas,Dış,0
2019-06-01,Tekirdağ Çorlu,Dış,0
2019-06-01,Tokat,Dış,0
2019-06-01,Trabzon,Dış,56994
2019-06-01,Uşak,Dış,0
2019-06-01,Van,Dış,0
2019-06-01,Zafer,Dış,3394
2019-06-01,Zonguldak Çaycuma,Dış,1087
2019-06-01,Çanakkale,Dış,117
2019-06-01,İstanbul,Dış,4256952
2019-06-01,İstanbul Atatürk,Dış,0
2019-06-01,İstanbul Sabiha Gökçen,Dış,1191147
2019-06-01,İzmir Adnan Menderes,Dış,395004
2019-06-01,Şanlıurfa GAP,Dış,1258
2019-06-01,Şırnak,Dış,0
2019-05-01,Adana,Dış,56600
2019-05-01,Adıyaman,Dış,160
2019-05-01,Alanya Gazipaşa,Dış,70251
2019-05-01,Amasya Merzifon,Dış,0
2019-05-01,Ankara Esenboğa,Dış,149646
2019-05-01,Antalya,Dış,3175191
2019-05-01,Aydın,Dış,0
2019-05-01,Ağrı,Dış,0
2019-05-01,Balıkesir Edremit,Dış,0
2019-05-01,Balıkesir Merkez,Dış,0
2019-05-01,Batman,Dış,158
2019-05-01,Bingöl,Dış,0
2019-05-01,Bursa Yenişehir,Dış,0
2019-05-01,Denizli Çardak,Dış,11065
2019-05-01,Diyarbakır,Dış,3265
2019-05-01,Elazığ,Dış,1387
2019-05-01,Erzincan,Dış,0
2019-05-01,Erzurum,Dış,227
2019-05-01,Eskişehir,Dış,4413
2019-05-01,Gaziantep,Dış,23060
2019-05-01,Gökçeada,Dış,0
2019-05-01,Hakkari Yüksekova,Dış,0
2019-05-01,Hatay,Dış,17482
2019-05-01,Isparta,Dış,4871
2019-05-01,Iğdır,Dış,1081
2019-05-01,Kahramanmaraş,Dış,0
2019-05-01,Kars,Dış,0
2019-05-01,Kastamonu,Dış,0
2019-05-01,Kayseri,Dış,18991
2019-05-01,Kocaeli,Dış,0
2019-05-01,Konya,Dış,3897
2019-05-01,Malatya,Dış,0
2019-05-01,Mardin,Dış,0
2019-05-01,Muğla Dalaman,Dış,417093
2019-05-01,Muğla Milas-Bodrum,Dış,194311
2019-05-01,Muş,Dış,0
2019-05-01,Nevşehir Kapadokya,Dış,257
2019-05-01,Ordu-Giresun,Dış,0
2019-05-01,Samsun Çarşamba,Dış,5673
2019-05-01,Siirt,Dış,0
2019-05-01,Sinop,Dış,0
2019-05-01,Sivas,Dış,0
2019-05-01,Tekirdağ Çorlu,Dış,0
2019-05-01,Tokat,Dış,0
2019-05-01,Trabzon,Dış,6440
2019-05-01,Uşak,Dış,0
2019-05-01,Van,Dış,421
2019-05-01,Zafer,Dış,418
2019-05-01,Zonguldak Çaycuma,Dış,0
2019-05-01,Çanakkale,Dış,0
2019-05-01,İstanbul,Dış,3917163
2019-05-01,İstanbul Atatürk,Dış,0
2019-05-01,İstanbul Sabiha Gökçen,Dış,992557
2019-05-01,İzmir Adnan Menderes,Dış,239787
2019-05-01,Şanlıurfa GAP,Dış,944
2019-05-01,Şırnak,Dış,0
2019-04-01,Adana,Dış,66550
2019-04-01,Adıyaman,Dış,53
2019-04-01,Alanya Gazipaşa,Dış,31748
2019-04-01,Amasya Merzifon,Dış,163
2019-04-01,Ankara Esenboğa,Dış,186864
2019-04-01,Antalya,Dış,1612665
2019-04-01,Aydın,Dış,0
2019-04-01,Ağrı,Dış,0
2019-04-01,Balıkesir Edremit,Dış,0
2019-04-01,Balıkesir Merkez,Dış,0
2019-04-01,Batman,Dış,0
2019-04-01,Bingöl,Dış,0
2019-04-01,Bursa Yenişehir,Dış,1882
2019-04-01,Denizli Çardak,Dış,12077
2019-04-01,Diyarbakır,Dış,5230
2019-04-01,Elazığ,Dış,1764
2019-04-01,Erzincan,Dış,0
2019-04-01,Erzurum,Dış,1330
2019-04-01,Eskişehir,Dış,6056
2019-04-01,Gaziantep,Dış,28715
2019-04-01,Gökçeada,Dış,0
2019-04-01,Hakkari Yüksekova,Dış,0
2019-04-01,Hatay,Dış,18171
2019-04-01,Isparta,Dış,9394
2019-04-01,Iğdır,Dış,0
2019-04-01,Kahramanmaraş,Dış,0
2019-04-01,Kars,Dış,0
2019-04-01,Kastamonu,Dış,335
2019-04-01,Kayseri,Dış,21848
2019-04-01,Kocaeli,Dış,0
2019-04-01,Konya,Dış,7657
2019-04-01,Malatya,Dış,322
2019-04-01,Mardin,Dış,0
2019-04-01,Muğla Dalaman,Dış,146345
2019-04-01,Muğla Milas-Bodrum,Dış,56209
2019-04-01,Muş,Dış,0
2019-04-01,Nevşehir Kapadokya,Dış,410
2019-04-01,Ordu-Giresun,Dış,372
2019-04-01,Samsun Çarşamba,Dış,6533
2019-04-01,Siirt,Dış,0
2019-04-01,Sinop,Dış,0
2019-04-01,Sivas,Dış,173
2019-04-01,Tekirdağ Çorlu,Dış,878
2019-04-01,Tokat,Dış,0
2019-04-01,Trabzon,Dış,12815
2019-04-01,Uşak,Dış,0
2019-04-01,Van,Dış,1137
2019-04-01,Zafer,Dış,1230
2019-04-01,Zonguldak Çaycuma,Dış,0
2019-04-01,Çanakkale,Dış,145
2019-04-01,İstanbul,Dış,3425281
2019-04-01,İstanbul Atatürk,Dış,650521
2019-04-01,İstanbul Sabiha Gökçen,Dış,1196850
2019-04-01,İzmir Adnan Menderes,Dış,198583
2019-04-01,Şanlıurfa GAP,Dış,1136
2019-04-01,Şırnak,Dış,0
2019-03-01,Adana,Dış,53590
2019-03-01,Adıyaman,Dış,142
2019-03-01,Alanya Gazipaşa,Dış,7283
2019-03-01,Amasya Merzifon,Dış,1682
2019-03-01,Ankara Esenboğa,Dış,162379
2019-03-01,Antalya,Dış,533881
2019-03-01,Aydın,Dış,0
2019-03-01,Ağrı,Dış,0
2019-03-01,Balıkesir Edremit,Dış,806
2019-03-01,Balıkesir Merkez,Dış,0
2019-03-01,Batman,Dış,168
2019-03-01,Bingöl,Dış,491
2019-03-01,Bursa Yenişehir,Dış,1715
2019-03-01,Denizli Çardak,Dış,16573
2019-03-01,Diyarbakır,Dış,2732
2019-03-01,Elazığ,Dış,883
2019-03-01,Erzincan,Dış,0
2019-03-01,Erzurum,Dış,845
2019-03-01,Eskişehir,Dış,5253
2019-03-01,Gaziantep,Dış,20945
2019-03-01,Gökçeada,Dış,0
2019-03-01,Hakkari Yüksekova,Dış,0
2019-03-01,Hatay,Dış,17739
2019-03-01,Isparta,Dış,16767
2019-03-01,Iğdır,Dış,0
2019-03-01,Kahramanmaraş,Dış,0
2019-03-01,Kars,Dış,194
2019-03-01,Kastamonu,Dış,629
2019-03-01,Kayseri,Dış,21310
2019-03-01,Kocaeli,Dış,0
2019-03-01,Konya,Dış,7023
2019-03-01,Malatya,Dış,151
2019-03-01,Mardin,Dış,440
2019-03-01,Muğla Dalaman,Dış,8610
2019-03-01,Muğla Milas-Bodrum,Dış,262
2019-03-01,Muş,Dış,0
2019-03-01,Nevşehir Kapadokya,Dış,536
2019-03-01,Ordu-Giresun,Dış,1494
2019-03-01,Samsun Çarşamba,Dış,5677
2019-03-01,Siirt,Dış,0
2019-03-01,Sinop,Dış,319
2019-03-01,Sivas,Dış,333
2019-03-01,Tekirdağ Çorlu,Dış,315
2019-03-01,Tokat,Dış,0
2019-03-01,Trabzon,Dış,6289
2019-03-01,Uşak,Dış,223
2019-03-01,Van,Dış,1496
2019-03-01,Zafer,Dış,800
2019-03-01,Zonguldak Çaycuma,Dış,0
2019-03-01,Çanakkale,Dış,597
2019-03-01,İstanbul,Dış,41056
2019-03-01,İstanbul Atatürk,Dış,4019594
2019-03-01,İstanbul Sabiha Gökçen,Dış,1070391
2019-03-01,İzmir Adnan Menderes,Dış,125391
2019-03-01,Şanlıurfa GAP,Dış,3363
2019-03-01,Şırnak,Dış,0
2019-02-01,Adana,Dış,45014
2019-02-01,Adıyaman,Dış,0
2019-02-01,Alanya Gazipaşa,Dış,4672
2019-02-01,Amasya Merzifon,Dış,2062
2019-02-01,Ankara Esenboğa,Dış,144995
2019-02-01,Antalya,Dış,294799
2019-02-01,Aydın,Dış,0
2019-02-01,Ağrı,Dış,0
2019-02-01,Balıkesir Edremit,Dış,1678
2019-02-01,Balıkesir Merkez,Dış,0
2019-02-01,Batman,Dış,170
2019-02-01,Bingöl,Dış,69
2019-02-01,Bursa Yenişehir,Dış,2254
2019-02-01,Denizli Çardak,Dış,5772
2019-02-01,Diyarbakır,Dış,2483
2019-02-01,Elazığ,Dış,677
2019-02-01,Erzincan,Dış,0
2019-02-01,Erzurum,Dış,187
2019-02-01,Eskişehir,Dış,5091
2019-02-01,Gaziantep,Dış,18700
2019-02-01,Gökçeada,Dış,0
2019-02-01,Hakkari Yüksekova,Dış,0
2019-02-01,Hatay,Dış,16816
2019-02-01,Isparta,Dış,3988
2019-02-01,Iğdır,Dış,0
2019-02-01,Kahramanmaraş,Dış,0
2019-02-01,Kars,Dış,0
2019-02-01,Kastamonu,Dış,192
2019-02-01,Kayseri,Dış,19763
2019-02-01,Kocaeli,Dış,377
2019-02-01,Konya,Dış,8770
2019-02-01,Malatya,Dış,424
2019-02-01,Mardin,Dış,143
2019-02-01,Muğla Dalaman,Dış,1860
2019-02-01,Muğla Milas-Bodrum,Dış,0
2019-02-01,Muş,Dış,157
2019-02-01,Nevşehir Kapadokya,Dış,537
2019-02-01,Ordu-Giresun,Dış,983
2019-02-01,Samsun Çarşamba,Dış,3502
2019-02-01,Siirt,Dış,0
2019-02-01,Sinop,Dış,0
2019-02-01,Sivas,Dış,680
2019-02-01,Tekirdağ Çorlu,Dış,557
2019-02-01,Tokat,Dış,0
2019-02-01,Trabzon,Dış,6519
2019-02-01,Uşak,Dış,285
2019-02-01,Van,Dış,1874
2019-02-01,Zafer,Dış,1267
2019-02-01,Zonguldak Çaycuma,Dış,0
2019-02-01,Çanakkale,Dış,348
2019-02-01,İstanbul,Dış,50858
2019-02-01,İstanbul Atatürk,Dış,3479207
2019-02-01,İstanbul Sabiha Gökçen,Dış,913540
2019-02-01,İzmir Adnan Menderes,Dış,94094
2019-02-01,Şanlıurfa GAP,Dış,2605
2019-02-01,Şırnak,Dış,0
2019-01-01,Adana,Dış,50181
2019-01-01,Adıyaman,Dış,331
2019-01-01,Alanya Gazipaşa,Dış,3721
2019-01-01,Amasya Merzifon,Dış,1519
2019-01-01,Ankara Esenboğa,Dış,149299
2019-01-01,Antalya,Dış,332776
2019-01-01,Aydın,Dış,0
2019-01-01,Ağrı,Dış,0
2019-01-01,Balıkesir Edremit,Dış,168
2019-01-01,Balıkesir Merkez,Dış,0
2019-01-01,Batman,Dış,0
2019-01-01,Bingöl,Dış,0
2019-01-01,Bursa Yenişehir,Dış,1712
2019-01-01,Denizli Çardak,Dış,4948
2019-01-01,Diyarbakır,Dış,2357
2019-01-01,Elazığ,Dış,1373
2019-01-01,Erzincan,Dış,384
2019-01-01,Erzurum,Dış,845
2019-01-01,Eskişehir,Dış,5466
2019-01-01,Gaziantep,Dış,22115
2019-01-01,Gökçeada,Dış,0
2019-01-01,Hakkari Yüksekova,Dış,0
2019-01-01,Hatay,Dış,18724
2019-01-01,Isparta,Dış,3711
2019-01-01,Iğdır,Dış,0
2019-01-01,Kahramanmaraş,Dış,0
2019-01-01,Kars,Dış,0
2019-01-01,Kastamonu,Dış,96
2019-01-01,Kayseri,Dış,21407
2019-01-01,Kocaeli,Dış,811
2019-01-01,Konya,Dış,6135
2019-01-01,Malatya,Dış,392
2019-01-01,Mardin,Dış,0
2019-01-01,Muğla Dalaman,Dış,2736
2019-01-01,Muğla Milas-Bodrum,Dış,0
2019-01-01,Muş,Dış,0
2019-01-01,Nevşehir Kapadokya,Dış,331
2019-01-01,Ordu-Giresun,Dış,470
2019-01-01,Samsun Çarşamba,Dış,3172
2019-01-01,Siirt,Dış,0
2019-01-01,Sinop,Dış,0
2019-01-01,Sivas,Dış,412
2019-01-01,Tekirdağ Çorlu,Dış,66
2019-01-01,Tokat,Dış,0
2019-01-01,Trabzon,Dış,11114
2019-01-01,Uşak,Dış,0
2019-01-01,Van,Dış,611
2019-01-01,Zafer,Dış,720
2019-01-01,Zonguldak Çaycuma,Dış,0
2019-01-01,Çanakkale,Dış,0
2019-01-01,İstanbul,Dış,32225
2019-01-01,İstanbul Atatürk,Dış,3727279
2019-01-01,İstanbul Sabiha Gökçen,Dış,976051
2019-01-01,İzmir Adnan Menderes,Dış,105529
2019-01-01,Şanlıurfa GAP,Dış,564
2019-01-01,Şırnak,Dış,0
2018-12-01,Adana,Dış,48452
2018-12-01,Adıyaman,Dış,0
2018-12-01,Alanya Gazipaşa,Dış,3480
2018-12-01,Amasya Merzifon,Dış,1098
2018-12-01,Ankara Esenboğa,Dış,142032
2018-12-01,Antalya,Dış,351838
2018-12-01,Aydın,Dış,0
2018-12-01,Ağrı,Dış,0
2018-12-01,Balıkesir Edremit,Dış,0
2018-12-01,Balıkesir Merkez,Dış,0
2018-12-01,Batman,Dış,0
2018-12-01,Bingöl,Dış,0
2018-12-01,Bursa Yenişehir,Dış,210
2018-12-01,Denizli Çardak,Dış,4547
2018-12-01,Diyarbakır,Dış,1704
2018-12-01,Elazığ,Dış,844
2018-12-01,Erzincan,Dış,0
2018-12-01,Erzurum,Dış,495
2018-12-01,Eskişehir,Dış,6837
2018-12-01,Gaziantep,Dış,18659
2018-12-01,Gökçeada,Dış,0
2018-12-01,Hakkari Yüksekova,Dış,0
2018-12-01,Hatay,Dış,15943
2018-12-01,Isparta,Dış,4571
2018-12-01,Iğdır,Dış,0
2018-12-01,Kahramanmaraş,Dış,216
2018-12-01,Kars,Dış,0
2018-12-01,Kastamonu,Dış,142
2018-12-01,Kayseri,Dış,20165
2018-12-01,Kocaeli,Dış,110
2018-12-01,Konya,Dış,7155
2018-12-01,Malatya,Dış,60
2018-12-01,Mardin,Dış,0
2018-12-01,Muğla Dalaman,Dış,6547
2018-12-01,Muğla Milas-Bodrum,Dış,0
2018-12-01,Muş,Dış,0
2018-12-01,Nevşehir Kapadokya,Dış,0
2018-12-01,Ordu-Giresun,Dış,0
2018-12-01,Samsun Çarşamba,Dış,4360
2018-12-01,Siirt,Dış,0
2018-12-01,Sinop,Dış,0
2018-12-01,Sivas,Dış,251
2018-12-01,Tekirdağ Çorlu,Dış,0
2018-12-01,Tokat,Dış,0
2018-12-01,Trabzon,Dış,7696
2018-12-01,Uşak,Dış,0
2018-12-01,Van,Dış,0
2018-12-01,Zafer,Dış,0
2018-12-01,Zonguldak Çaycuma,Dış,0
2018-12-01,Çanakkale,Dış,0
2018-12-01,İstanbul,Dış,15859
2018-12-01,İstanbul Atatürk,Dış,3794399
2018-12-01,İstanbul Sabiha Gökçen,Dış,964865
2018-12-01,İzmir Adnan Menderes,Dış,113959
2018-12-01,Şanlıurfa GAP,Dış,605
2018-12-01,Şırnak,Dış,0
2018-11-01,Adana,Dış,48269
2018-11-01,Adıyaman,Dış,0
2018-11-01,Alanya Gazipaşa,Dış,10331
2018-11-01,Amasya Merzifon,Dış,432
2018-11-01,Ankara Esenboğa,Dış,141469
2018-11-01,Antalya,Dış,670226
2018-11-01,Aydın,Dış,0
2018-11-01,Ağrı,Dış,0
2018-11-01,Balıkesir Edremit,Dış,0
2018-11-01,Balıkesir Merkez,Dış,0
2018-11-01,Batman,Dış,0
2018-11-01,Bingöl,Dış,0
2018-11-01,Bursa Yenişehir,Dış,243
2018-11-01,Denizli Çardak,Dış,7242
2018-11-01,Diyarbakır,Dış,1334
2018-11-01,Elazığ,Dış,0
2018-11-01,Erzincan,Dış,0
2018-11-01,Erzurum,Dış,278
2018-11-01,Eskişehir,Dış,3953
