date,uyruk,ziyaretci_sayisi
2019-01,ABD,79947
2019-04,ABD,129809
2019-07,ABD,149009
2019-10,ABD,101144
2020-01,ABD,59963
2020-04,ABD,2107
2020-07,ABD,36277
2020-10,ABD,38449
2021-01,ABD,30145
2021-04,ABD,71079
2021-07,ABD,123104
2021-10,ABD,99549
2022-01,ABD,81866
2022-04,ABD,208053
2022-07,ABD,253237
2022-10,ABD,173951
2023-01,ABD,126745
2023-04,ABD,248053
2023-07,ABD,273968
2023-10,ABD,205000
2024-01,ABD,142144
2024-04,ABD,271387
2024-07,ABD,114412
2019-01,Afganistan,7608
2019-04,Afganistan,11819
2019-07,Afganistan,18770
2019-10,Afganistan,13291
2020-01,Afganistan,6943
2020-04,Afganistan,1365
2020-07,Afganistan,5916
2020-10,Afganistan,7660
2021-01,Afganistan,10386
2021-04,Afganistan,11097
2021-07,Afganistan,10690
2021-10,Afganistan,8016
2022-01,Afganistan,9362
2022-04,Afganistan,10751
2022-07,Afganistan,13201
2022-10,Afganistan,10948
2023-01,Afganistan,10630
2023-04,Afganistan,13167
2023-07,Afganistan,17095
2023-10,Afganistan,10487
2024-01,Afganistan,9390
2024-04,Afganistan,12756
2024-07,Afganistan,5973
2019-01,Almanya,212810
2019-04,Almanya,284909
2019-07,Almanya,360401
2019-10,Almanya,253441
2020-01,Almanya,171151
2020-04,Almanya,17468
2020-07,Almanya,133349
2020-10,Almanya,88294
2021-01,Almanya,85439
2021-04,Almanya,137316
2021-07,Almanya,343188
2021-10,Almanya,257992
2022-01,Almanya,225981
2022-04,Almanya,343494
2022-07,Almanya,381309
2022-10,Almanya,286530
2023-01,Almanya,245842
2023-04,Almanya,338261
2023-07,Almanya,382735
2023-10,Almanya,319666
2024-01,Almanya,286519
2024-04,Almanya,351975
2024-07,Almanya,153861
2022-01,Andorra,73
2022-04,Andorra,126
2022-07,Andorra,187
2022-10,Andorra,110
2023-01,Andorra,85
2023-04,Andorra,103
2023-07,Andorra,125
2023-10,Andorra,110
2024-01,Andorra,98
2024-04,Andorra,95
2024-07,Andorra,40
2022-01,Angola,1007
2022-04,Angola,1236
2022-07,Angola,1275
2022-10,Angola,1340
2023-01,Angola,868
2023-04,Angola,1023
2023-07,Angola,905
2023-10,Angola,672
2024-01,Angola,382
2024-04,Angola,447
2024-07,Angola,185
2022-01,Antigua ve Barbuda,218
2022-04,Antigua ve Barbuda,259
2022-07,Antigua ve Barbuda,370
2022-10,Antigua ve Barbuda,233
2023-01,Antigua ve Barbuda,179
2023-04,Antigua ve Barbuda,297
2023-07,Antigua ve Barbuda,438
2023-10,Antigua ve Barbuda,205
2024-01,Antigua ve Barbuda,216
2024-04,Antigua ve Barbuda,214
2024-07,Antigua ve Barbuda,104
2022-01,Arjantin,4652
2022-04,Arjantin,10201
2022-07,Arjantin,11552
2022-10,Arjantin,8783
2023-01,Arjantin,6326
2023-04,Arjantin,11715
2023-07,Arjantin,11626
2023-10,Arjantin,9080
2024-01,Arjantin,7154
2024-04,Arjantin,12109
2024-07,Arjantin,4062
2019-01,Arnavutluk,13406
2019-04,Arnavutluk,7036
2019-07,Arnavutluk,9953
2019-10,Arnavutluk,14707
2020-01,Arnavutluk,10805
2020-04,Arnavutluk,368
2020-07,Arnavutluk,8552
2020-10,Arnavutluk,11679
2021-01,Arnavutluk,8585
2021-04,Arnavutluk,10565
2021-07,Arnavutluk,12549
2021-10,Arnavutluk,16443
2022-01,Arnavutluk,14929
2022-04,Arnavutluk,16166
2022-07,Arnavutluk,13142
2022-10,Arnavutluk,16654
2023-01,Arnavutluk,13335
2023-04,Arnavutluk,13789
2023-07,Arnavutluk,11592
2023-10,Arnavutluk,17071
2024-01,Arnavutluk,17367
2024-04,Arnavutluk,15086
2024-07,Arnavutluk,3109
2019-01,Avustralya,4087
2019-04,Avustralya,17511
2020-01,Avustralya,1746
2020-04,Avustralya,221
2022-01,Avustralya,8848
2022-04,Avustralya,23931
2022-07,Avustralya,35645
2022-10,Avustralya,21344
2023-01,Avustralya,14432
2023-04,Avustralya,37426
2023-07,Avustralya,53839
2023-10,Avustralya,26964
2024-01,Avustralya,14800
2024-04,Avustralya,43537
2024-07,Avustralya,19895
2019-01,Avusturya,30699
2019-04,Avusturya,32021
2019-07,Avusturya,53196
2019-10,Avusturya,34601
2020-01,Avusturya,25038
2020-04,Avusturya,2350
2020-07,Avusturya,18703
2020-10,Avusturya,15296
2021-01,Avusturya,12661
2021-04,Avusturya,19357
2021-07,Avusturya,50427
2021-10,Avusturya,35214
2022-01,Avusturya,32082
2022-04,Avusturya,41311
2022-07,Avusturya,55646
2022-10,Avusturya,37667
2023-01,Avusturya,32472
2023-04,Avusturya,41823
2023-07,Avusturya,51892
2023-10,Avusturya,40624
2024-01,Avusturya,36927
2024-04,Avusturya,45145
2024-07,Avusturya,25559
2019-01,Azerbaycan,60990
2019-04,Azerbaycan,53609
2019-07,Azerbaycan,71662
2019-10,Azerbaycan,57940
2020-01,Azerbaycan,44945
2020-04,Azerbaycan,1136
2020-07,Azerbaycan,46862
2020-10,Azerbaycan,38152
2021-01,Azerbaycan,36749
2021-04,Azerbaycan,38273
2021-07,Azerbaycan,63004
2021-10,Azerbaycan,52169
2022-01,Azerbaycan,53066
2022-04,Azerbaycan,60811
2022-07,Azerbaycan,88816
2022-10,Azerbaycan,69738
2023-01,Azerbaycan,59639
2023-04,Azerbaycan,68120
2023-07,Azerbaycan,88987
2023-10,Azerbaycan,76313
2024-01,Azerbaycan,76863
2024-04,Azerbaycan,91129
2024-07,Azerbaycan,32751
2022-01,Bahama Adaları,22
2022-04,Bahama Adaları,54
2022-07,Bahama Adaları,50
2022-10,Bahama Adaları,43
2023-01,Bahama Adaları,30
2023-04,Bahama Adaları,60
2023-07,Bahama Adaları,93
2023-10,Bahama Adaları,121
2024-01,Bahama Adaları,48
2024-04,Bahama Adaları,98
2024-07,Bahama Adaları,37
2019-01,Bahreyn,10886
2020-01,Bahreyn,8188
2021-04,Bahreyn,2524
2021-07,Bahreyn,17763
2021-10,Bahreyn,20360
2022-01,Bahreyn,17632
2022-04,Bahreyn,16691
2022-07,Bahreyn,18540
2022-10,Bahreyn,16118
2023-01,Bahreyn,12035
2023-04,Bahreyn,10505
2023-07,Bahreyn,12614
2023-10,Bahreyn,9892
2024-01,Bahreyn,11975
2024-04,Bahreyn,13235
2024-07,Bahreyn,4741
2019-04,Bangladeş,1793
2020-04,Bangladeş,8
2022-01,Bangladeş,3956
2022-04,Bangladeş,6058
2022-07,Bangladeş,6854
2022-10,Bangladeş,5295
2023-01,Bangladeş,4250
2023-04,Bangladeş,5108
2023-07,Bangladeş,5858
2023-10,Bangladeş,5351
2024-01,Bangladeş,4220
2024-04,Bangladeş,6266
2024-07,Bangladeş,2474
2022-01,Barbados,88
2022-04,Barbados,98
2022-07,Barbados,56
2022-10,Barbados,67
2023-01,Barbados,108
2023-04,Barbados,79
2023-07,Barbados,89
2023-10,Barbados,93
2024-01,Barbados,75
2024-04,Barbados,73
2024-07,Barbados,25
2019-01,Belarus,3161
2019-04,Belarus,8793
2019-07,Belarus,9104
2019-10,Belarus,8729
2020-01,Belarus,1597
2020-04,Belarus,453
2020-07,Belarus,8595
2020-10,Belarus,7958
2021-01,Belarus,7316
2021-04,Belarus,8777
2021-07,Belarus,14344
2021-10,Belarus,11509
2022-01,Belarus,16844
2022-04,Belarus,19091
2022-07,Belarus,21926
2022-10,Belarus,20878
2023-01,Belarus,20308
2023-04,Belarus,23501
2023-07,Belarus,27112
2023-10,Belarus,21370
2024-01,Belarus,23273
2024-04,Belarus,26550
2024-07,Belarus,9937
2022-01,Belize,26
2022-04,Belize,66
2022-07,Belize,98
2022-10,Belize,78
2023-01,Belize,53
2023-04,Belize,77
2023-07,Belize,152
2023-10,Belize,89
2024-01,Belize,54
2024-04,Belize,97
2024-07,Belize,42
2019-01,Belçika,31553
2019-04,Belçika,36766
2019-07,Belçika,37595
2019-10,Belçika,33700
2020-01,Belçika,26746
2020-04,Belçika,3131
2020-07,Belçika,17613
2020-10,Belçika,20341
2021-01,Belçika,12005
2021-04,Belçika,22764
2021-07,Belçika,43265
2021-10,Belçika,39980
2022-01,Belçika,38675
2022-04,Belçika,41598
2022-07,Belçika,45662
2022-10,Belçika,38501
2023-01,Belçika,36611
2023-04,Belçika,39590
2023-07,Belçika,44966
2023-10,Belçika,43766
2024-01,Belçika,39191
2024-04,Belçika,46812
2024-07,Belçika,20322
2022-01,Benin,410
2022-04,Benin,416
2022-07,Benin,438
2022-10,Benin,449
2023-01,Benin,365
2023-04,Benin,287
2023-07,Benin,490
2023-10,Benin,301
2024-01,Benin,217
2024-04,Benin,290
2024-07,Benin,152
2022-01,Bhutan,3
2022-04,Bhutan,6
2022-07,Bhutan,13
2022-10,Bhutan,11
2023-01,Bhutan,9
2023-04,Bhutan,22
2023-07,Bhutan,14
2023-10,Bhutan,19
2024-01,Bhutan,7
2024-04,Bhutan,25
2024-07,Bhutan,2
2021-01,Birleşik Arap Emirlikleri,2673
2021-07,Birleşik Arap Emirlikleri,10593
2021-10,Birleşik Arap Emirlikleri,20848
2022-01,Birleşik Arap Emirlikleri,17426
2022-04,Birleşik Arap Emirlikleri,19496
2022-07,Birleşik Arap Emirlikleri,28481
2022-10,Birleşik Arap Emirlikleri,29947
2023-01,Birleşik Arap Emirlikleri,10957
2023-04,Birleşik Arap Emirlikleri,21470
2023-07,Birleşik Arap Emirlikleri,24138
2023-10,Birleşik Arap Emirlikleri,18507
2024-01,Birleşik Arap Emirlikleri,11200
2024-04,Birleşik Arap Emirlikleri,19047
2024-07,Birleşik Arap Emirlikleri,7077
2019-01,Birleşik Krallık,95768
2019-04,Birleşik Krallık,123170
2019-07,Birleşik Krallık,148156
2019-10,Birleşik Krallık,122702
2020-01,Birleşik Krallık,81344
2020-04,Birleşik Krallık,5753
2020-07,Birleşik Krallık,99075
2020-10,Birleşik Krallık,50230
2021-01,Birleşik Krallık,13309
2021-04,Birleşik Krallık,29140
2021-07,Birleşik Krallık,51597
2021-10,Birleşik Krallık,118363
2022-01,Birleşik Krallık,106596
2022-04,Birleşik Krallık,169840
2022-07,Birleşik Krallık,192172
2022-10,Birleşik Krallık,144591
2023-01,Birleşik Krallık,122560
2023-04,Birleşik Krallık,198648
2023-07,Birleşik Krallık,205988
2023-10,Birleşik Krallık,174165
2024-01,Birleşik Krallık,158628
2024-04,Birleşik Krallık,205921
2024-07,Birleşik Krallık,84542
2019-04,Bolivya,354
2020-04,Bolivya,4
2022-01,Bolivya,360
2022-04,Bolivya,663
2022-07,Bolivya,782
2022-10,Bolivya,878
2023-01,Bolivya,543
2023-04,Bolivya,830
2023-07,Bolivya,817
2023-10,Bolivya,900
2024-01,Bolivya,655
2024-04,Bolivya,902
2024-07,Bolivya,275
2019-01,Bosna Hersek,6023
2019-04,Bosna Hersek,8175
2019-07,Bosna Hersek,12329
2019-10,Bosna Hersek,14426
2020-01,Bosna Hersek,2389
2020-04,Bosna Hersek,449
2020-07,Bosna Hersek,8972
2020-10,Bosna Hersek,8500
2021-01,Bosna Hersek,5900
2021-04,Bosna Hersek,9628
2021-07,Bosna Hersek,15864
2021-10,Bosna Hersek,17292
2022-01,Bosna Hersek,16227
2022-04,Bosna Hersek,20254
2022-07,Bosna Hersek,15454
2022-10,Bosna Hersek,16414
2023-01,Bosna Hersek,13834
2023-04,Bosna Hersek,17036
2023-07,Bosna Hersek,13728
2023-10,Bosna Hersek,17773
2024-01,Bosna Hersek,16951
2024-04,Bosna Hersek,19213
2024-07,Bosna Hersek,4425
2022-01,Botsvana,58
2022-04,Botsvana,127
2022-07,Botsvana,140
2022-10,Botsvana,102
2023-01,Botsvana,80
2023-04,Botsvana,122
2023-07,Botsvana,163
2023-10,Botsvana,101
2024-01,Botsvana,150
2024-04,Botsvana,133
2024-07,Botsvana,48
2019-01,Brezilya,18063
2019-04,Brezilya,13993
2019-07,Brezilya,18695
2019-10,Brezilya,21169
2020-01,Brezilya,13412
2020-04,Brezilya,43
2020-07,Brezilya,1649
2020-10,Brezilya,5289
2021-01,Brezilya,1297
2022-01,Brezilya,10369
2022-04,Brezilya,16800
2022-07,Brezilya,20592
2022-10,Brezilya,18556
2023-01,Brezilya,12771
2023-04,Brezilya,22003
2023-07,Brezilya,24041
2023-10,Brezilya,20513
2024-01,Brezilya,17484
2024-04,Brezilya,23474
2024-07,Brezilya,9943
2022-01,Brunei,22
2022-04,Brunei,67
2022-07,Brunei,129
2022-10,Brunei,601
2023-01,Brunei,335
2023-04,Brunei,233
2023-07,Brunei,220
2023-10,Brunei,784
2024-01,Brunei,261
2024-04,Brunei,271
2024-07,Brunei,66
2019-01,Bulgaristan,23506
2019-04,Bulgaristan,22829
2019-07,Bulgaristan,22222
2019-10,Bulgaristan,23815
2020-01,Bulgaristan,19203
2020-04,Bulgaristan,1195
2020-07,Bulgaristan,9086
2020-10,Bulgaristan,9926
2021-01,Bulgaristan,6131
2021-04,Bulgaristan,8854
2021-07,Bulgaristan,16401
2021-10,Bulgaristan,18932
2022-01,Bulgaristan,19759
2022-04,Bulgaristan,26676
2022-07,Bulgaristan,26472
2022-10,Bulgaristan,27899
2023-01,Bulgaristan,32593
2023-04,Bulgaristan,35419
2023-07,Bulgaristan,33811
2023-10,Bulgaristan,36271
2024-01,Bulgaristan,42028
2024-04,Bulgaristan,43163
2024-07,Bulgaristan,14257
2022-01,Burkina Faso,628
2022-04,Burkina Faso,717
2022-07,Burkina Faso,1028
2022-10,Burkina Faso,827
2023-01,Burkina Faso,611
2023-04,Burkina Faso,760
2023-07,Burkina Faso,1204
2023-10,Burkina Faso,842
2024-01,Burkina Faso,597
2024-04,Burkina Faso,612
2024-07,Burkina Faso,379
2022-01,Burundi,154
2022-04,Burundi,112
2022-07,Burundi,157
2022-10,Burundi,129
2023-01,Burundi,86
2023-04,Burundi,96
2023-07,Burundi,142
2023-10,Burundi,109
2024-01,Burundi,89
2024-04,Burundi,75
2024-07,Burundi,35
2022-01,Cabo Verde,46
2022-04,Cabo Verde,96
2022-07,Cabo Verde,69
2022-10,Cabo Verde,95
2023-01,Cabo Verde,47
2023-04,Cabo Verde,80
2023-07,Cabo Verde,60
2019-01,Cezayir,62659
2019-04,Cezayir,58578
2019-07,Cezayir,91191
2019-10,Cezayir,62976
2020-01,Cezayir,44248
2020-04,Cezayir,69
2020-07,Cezayir,1941
2020-10,Cezayir,2912
2021-01,Cezayir,2244
2021-04,Cezayir,4104
2021-07,Cezayir,13503
2021-10,Cezayir,26700
2022-01,Cezayir,30023
2022-04,Cezayir,31842
2022-07,Cezayir,66820
2022-10,Cezayir,65191
2023-01,Cezayir,55051
2023-04,Cezayir,52797
2023-07,Cezayir,91419
2023-10,Cezayir,76894
2024-01,Cezayir,66453
2024-04,Cezayir,66095
2024-07,Cezayir,28170
2022-01,Cibuti,1160
2022-04,Cibuti,1083
2022-07,Cibuti,2215
2022-10,Cibuti,892
2023-01,Cibuti,761
2023-04,Cibuti,848
2023-07,Cibuti,1298
2023-10,Cibuti,615
2024-01,Cibuti,585
2024-04,Cibuti,560
2024-07,Cibuti,340
2019-01,Danimarka,17819
2019-04,Danimarka,23906
2019-07,Danimarka,25967
2019-10,Danimarka,20867
2020-01,Danimarka,13857
2020-04,Danimarka,595
2020-07,Danimarka,7012
2020-10,Danimarka,6407
2021-04,Danimarka,6367
2021-07,Danimarka,21168
2021-10,Danimarka,18310
2022-01,Danimarka,15311
2022-04,Danimarka,21213
2022-07,Danimarka,23607
2022-10,Danimarka,18611
2023-01,Danimarka,15751
2023-04,Danimarka,19238
2023-07,Danimarka,21167
2023-10,Danimarka,19507
2024-01,Danimarka,19370
2024-04,Danimarka,20492
2024-07,Danimarka,10870
2022-01,Demokratik Kongo Cumhuriyeti,2479
2022-04,Demokratik Kongo Cumhuriyeti,2921
2022-07,Demokratik Kongo Cumhuriyeti,2393
2022-10,Demokratik Kongo Cumhuriyeti,2759
2023-01,Demokratik Kongo Cumhuriyeti,2000
2023-04,Demokratik Kongo Cumhuriyeti,2452
2023-07,Demokratik Kongo Cumhuriyeti,2591
2023-10,Demokratik Kongo Cumhuriyeti,1917
2024-01,Demokratik Kongo Cumhuriyeti,1544
2024-04,Demokratik Kongo Cumhuriyeti,1823
2024-07,Demokratik Kongo Cumhuriyeti,773
2019-01,Diğer,479366
2019-04,Diğer,881299
2019-07,Diğer,939431
2019-10,Diğer,730444
2020-01,Diğer,257500
2020-04,Diğer,1950
2020-07,Diğer,59553
2020-10,Diğer,93763
2021-01,Diğer,82489
2021-04,Diğer,116131
2021-07,Diğer,231799
2021-10,Diğer,290466
2022-01,Diğer,0
2022-04,Diğer,0
2022-07,Diğer,0
2022-10,Diğer,0
2023-01,Diğer,0
2023-04,Diğer,0
2023-07,Diğer,0
2022-01,Dominik Cumhuriyeti,519
2022-04,Dominik Cumhuriyeti,993
2022-07,Dominik Cumhuriyeti,1222
2022-10,Dominik Cumhuriyeti,1357
2023-01,Dominik Cumhuriyeti,869
2023-04,Dominik Cumhuriyeti,1254
2023-07,Dominik Cumhuriyeti,1181
2023-10,Dominik Cumhuriyeti,956
2024-01,Dominik Cumhuriyeti,824
2024-04,Dominik Cumhuriyeti,1052
2024-07,Dominik Cumhuriyeti,323
2022-01,Dominika,1565
2022-04,Dominika,1596
2022-07,Dominika,3425
2022-10,Dominika,1817
2023-01,Dominika,1278
2023-04,Dominika,2207
2023-07,Dominika,3630
2023-10,Dominika,2007
2024-01,Dominika,889
2024-04,Dominika,771
2024-07,Dominika,387
2022-01,Doğu Timor,6
2022-04,Doğu Timor,11
2022-07,Doğu Timor,2
2022-10,Doğu Timor,23
2023-01,Doğu Timor,11
2023-04,Doğu Timor,17
2023-07,Doğu Timor,8
2023-10,Doğu Timor,8
2024-01,Doğu Timor,7
2024-04,Doğu Timor,16
2024-07,Doğu Timor,2
2019-04,Ekvador,571
2020-04,Ekvador,3
2022-01,Ekvador,1536
2022-04,Ekvador,3963
2022-07,Ekvador,3845
2022-10,Ekvador,4571
2023-01,Ekvador,1979
2023-04,Ekvador,3813
2023-07,Ekvador,4296
2023-10,Ekvador,3216
2024-01,Ekvador,2169
2024-04,Ekvador,3710
2024-07,Ekvador,965
2022-01,Ekvator Ginesi,135
2022-04,Ekvator Ginesi,214
2022-07,Ekvator Ginesi,251
2022-10,Ekvator Ginesi,288
2023-01,Ekvator Ginesi,108
2023-04,Ekvator Ginesi,152
2023-07,Ekvator Ginesi,171
2023-10,Ekvator Ginesi,149
2024-01,Ekvator Ginesi,140
2024-04,Ekvator Ginesi,125
2024-07,Ekvator Ginesi,69
2022-01,El Salvador,218
2022-04,El Salvador,352
2022-07,El Salvador,468
2022-10,El Salvador,488
2023-01,El Salvador,345
2023-04,El Salvador,441
2023-07,El Salvador,566
2023-10,El Salvador,495
2024-01,El Salvador,302
2024-04,El Salvador,436
2024-07,El Salvador,178
2019-01,Endonezya,37724
2019-04,Endonezya,9546
2019-07,Endonezya,10671
2019-10,Endonezya,35898
2020-01,Endonezya,27371
2020-04,Endonezya,106
2020-07,Endonezya,2541
2020-10,Endonezya,7536
2021-01,Endonezya,7795
2021-04,Endonezya,8674
2021-07,Endonezya,4191
2021-10,Endonezya,18238
2022-01,Endonezya,17812
2022-04,Endonezya,39523
2022-07,Endonezya,31299
2022-10,Endonezya,54836
2023-01,Endonezya,58582
2023-04,Endonezya,31819
2023-07,Endonezya,25583
2023-10,Endonezya,49867
2024-01,Endonezya,52490
2024-04,Endonezya,42226
2024-07,Endonezya,9915
2022-01,Eritre,2450
2022-04,Eritre,3035
2022-07,Eritre,2367
2022-10,Eritre,3099
2023-01,Eritre,2561
2023-04,Eritre,2738
2023-07,Eritre,2827
2023-10,Eritre,3377
2024-01,Eritre,2549
2024-04,Eritre,2324
2024-07,Eritre,890
2022-01,Ermenistan,2444
2022-04,Ermenistan,3191
2022-07,Ermenistan,3939
2022-10,Ermenistan,3586
2023-01,Ermenistan,2982
2023-04,Ermenistan,2891
2023-07,Ermenistan,5202
2023-10,Ermenistan,3648
2024-01,Ermenistan,3877
2024-04,Ermenistan,3738
2024-07,Ermenistan,1706
2022-01,Estonya,2149
2022-04,Estonya,2991
2022-07,Estonya,3024
2022-10,Estonya,3611
2023-01,Estonya,4265
2023-04,Estonya,4159
2023-07,Estonya,3266
2023-10,Estonya,4797
2024-01,Estonya,5131
2024-04,Estonya,4772
2024-07,Estonya,1024
2022-01,Esvatini,25
2022-04,Esvatini,35
2022-07,Esvatini,21
2022-10,Esvatini,29
2023-01,Esvatini,22
2023-04,Esvatini,18
2023-07,Esvatini,33
2023-10,Esvatini,28
2024-01,Esvatini,88
2024-04,Esvatini,32
2024-07,Esvatini,14
2019-04,Etiyopya,1343
2019-07,Etiyopya,2137
2019-10,Etiyopya,6400
2020-04,Etiyopya,2
2020-07,Etiyopya,1669
2020-10,Etiyopya,5801
2021-01,Etiyopya,7912
2021-04,Etiyopya,11187
2021-07,Etiyopya,14273
2021-10,Etiyopya,9255
2022-01,Etiyopya,5329
2022-04,Etiyopya,6537
2022-07,Etiyopya,7054
2022-10,Etiyopya,6081
2023-01,Etiyopya,5794
2023-04,Etiyopya,6484
2023-07,Etiyopya,7649
2023-10,Etiyopya,5557
2024-01,Etiyopya,5150
2024-04,Etiyopya,5967
2024-07,Etiyopya,2471
2019-01,Fas,43108
2019-04,Fas,44174
2019-07,Fas,74676
2019-10,Fas,53906
2020-01,Fas,39593
2020-04,Fas,247
2020-07,Fas,10532
2020-10,Fas,14942
2021-01,Fas,9492
2021-04,Fas,10212
2021-07,Fas,44482
2021-10,Fas,49277
2022-01,Fas,37491
2022-04,Fas,48643
2022-07,Fas,79035
2022-10,Fas,68380
2023-01,Fas,48571
2023-04,Fas,59275
2023-07,Fas,80133
2023-10,Fas,57569
2024-01,Fas,44661
2024-04,Fas,55671
2024-07,Fas,21040
2022-01,Fiji,41
2022-04,Fiji,36
2022-07,Fiji,51
2022-10,Fiji,44
2023-01,Fiji,41
2023-04,Fiji,65
2023-07,Fiji,90
2023-10,Fiji,86
2024-01,Fiji,55
2024-04,Fiji,62
2024-07,Fiji,35
2019-04,Fildişi Sahili,270
2020-04,Fildişi Sahili,2
2022-01,Fildişi Sahili,2004
2022-04,Fildişi Sahili,2078
2022-07,Fildişi Sahili,2394
2022-10,Fildişi Sahili,2607
2023-01,Fildişi Sahili,1739
2023-04,Fildişi Sahili,1541
2023-07,Fildişi Sahili,2061
2023-10,Fildişi Sahili,1904
2024-01,Fildişi Sahili,1115
2024-04,Fildişi Sahili,1507
2024-07,Fildişi Sahili,515
2019-04,Filipinler,14785
2019-07,Filipinler,15411
2019-10,Filipinler,13819
2020-04,Filipinler,753
2020-07,Filipinler,8758
2020-10,Filipinler,6489
2021-01,Filipinler,4643
2021-04,Filipinler,8150
2021-07,Filipinler,8362
2022-01,Filipinler,8897
2022-04,Filipinler,15222
2022-07,Filipinler,19626
2022-10,Filipinler,17108
2023-01,Filipinler,12169
2023-04,Filipinler,18974
2023-07,Filipinler,19866
2023-10,Filipinler,15817
2024-01,Filipinler,13060
2024-04,Filipinler,20054
2024-07,Filipinler,7896
2019-04,Filistin,8335
2019-07,Filistin,5919
2019-10,Filistin,13520
2020-04,Filistin,99
2020-07,Filistin,1261
2020-10,Filistin,5075
2021-01,Filistin,4866
2021-04,Filistin,7391
2021-07,Filistin,21691
2021-10,Filistin,18007
2022-01,Filistin,10889
2022-04,Filistin,15055
2022-07,Filistin,30934
2022-10,Filistin,16828
2023-01,Filistin,10185
2023-04,Filistin,13838
2023-07,Filistin,23663
2023-10,Filistin,7261
2024-01,Filistin,6495
2024-04,Filistin,10662
2024-07,Filistin,4946
2019-07,Finlandiya,2448
2020-07,Finlandiya,667
2022-01,Finlandiya,4173
2022-04,Finlandiya,7301
2022-07,Finlandiya,7132
2022-10,Finlandiya,7284
2023-01,Finlandiya,6363
2023-04,Finlandiya,7875
2023-07,Finlandiya,9001
2023-10,Finlandiya,8676
2024-01,Finlandiya,8217
2024-04,Finlandiya,10231
2024-07,Finlandiya,3265
2019-01,Fransa,98261
2019-04,Fransa,132777
2019-07,Fransa,156725
2019-10,Fransa,120906
2020-01,Fransa,83507
2020-04,Fransa,3586
2020-07,Fransa,71104
2020-10,Fransa,68453
2021-01,Fransa,38497
2021-04,Fransa,57016
2021-07,Fransa,156727
2021-10,Fransa,127360
2022-01,Fransa,110715
2022-04,Fransa,143301
2022-07,Fransa,172839
2022-10,Fransa,140620
2023-01,Fransa,114471
2023-04,Fransa,145665
2023-07,Fransa,177660
2023-10,Fransa,151353
2024-01,Fransa,125384
2024-04,Fransa,176905
2024-07,Fransa,71506
2022-01,Gabon,1280
2022-04,Gabon,1435
2022-07,Gabon,1858
2022-10,Gabon,1595
2023-01,Gabon,982
2023-04,Gabon,903
2023-07,Gabon,1194
2023-10,Gabon,861
2024-01,Gabon,691
2024-04,Gabon,784
2024-07,Gabon,423
2019-04,Gambiya,130
2020-04,Gambiya,2
2022-01,Gambiya,576
2022-04,Gambiya,668
2022-07,Gambiya,618
2022-10,Gambiya,598
2023-01,Gambiya,502
2023-04,Gambiya,389
2023-07,Gambiya,614
2023-10,Gambiya,509
2024-01,Gambiya,385
2024-04,Gambiya,380
2024-07,Gambiya,140
2022-01,Gana,1599
2022-04,Gana,1818
2022-07,Gana,1281
2022-10,Gana,1163
2023-01,Gana,1021
2023-04,Gana,1050
2023-07,Gana,1382
2023-10,Gana,1250
2024-01,Gana,1032
2024-04,Gana,1188
2024-07,Gana,423
2022-01,Gine,1142
2022-04,Gine,1104
2022-07,Gine,1441
2022-10,Gine,1734
2023-01,Gine,1540
2023-04,Gine,1090
2023-07,Gine,1486
2023-10,Gine,1276
2024-01,Gine,811
2024-04,Gine,889
2024-07,Gine,374
2022-01,Gine Bissau,93
2022-04,Gine Bissau,82
2022-07,Gine Bissau,70
2022-10,Gine Bissau,117
2023-01,Gine Bissau,60
2023-04,Gine Bissau,49
2023-07,Gine Bissau,67
2023-10,Gine Bissau,55
2024-01,Gine Bissau,35
2024-04,Gine Bissau,37
2024-07,Gine Bissau,12
2022-01,Grenada,114
2022-04,Grenada,114
2022-07,Grenada,254
2022-10,Grenada,146
2023-01,Grenada,118
2023-04,Grenada,162
2023-07,Grenada,274
2023-10,Grenada,152
2024-01,Grenada,106
2024-04,Grenada,191
2024-07,Grenada,117
2022-01,Guatemala,436
2022-04,Guatemala,889
2022-07,Guatemala,921
2022-10,Guatemala,1353
2023-01,Guatemala,536
2023-04,Guatemala,1272
2023-07,Guatemala,957
2023-10,Guatemala,1435
2024-01,Guatemala,609
2024-04,Guatemala,1140
2024-07,Guatemala,276
2022-01,Guyana,5
2022-04,Guyana,13
2022-07,Guyana,27
2022-10,Guyana,30
2023-01,Guyana,13
2023-04,Guyana,22
2023-07,Guyana,24
2023-10,Guyana,11
2024-01,Guyana,16
2024-04,Guyana,27
2024-07,Guyana,6
2019-04,Güney Afrika,3578
2020-04,Güney Afrika,3
2022-01,Güney Afrika,8689
2022-04,Güney Afrika,15994
2022-07,Güney Afrika,21824
2022-10,Güney Afrika,17524
2023-01,Güney Afrika,9351
2023-04,Güney Afrika,15421
2023-07,Güney Afrika,17701
2023-10,Güney Afrika,14428
2024-01,Güney Afrika,8470
2024-04,Güney Afrika,16692
2024-07,Güney Afrika,5357
2019-01,Güney Kore,29025
2019-04,Güney Kore,47708
2020-01,Güney Kore,29839
2020-04,Güney Kore,317
2022-01,Güney Kore,7015
2022-04,Güney Kore,21058
2022-07,Güney Kore,28815
2022-10,Güney Kore,29273
2023-01,Güney Kore,28967
2023-04,Güney Kore,30704
2023-07,Güney Kore,41435
2023-10,Güney Kore,38005
2024-01,Güney Kore,38654
