tarih,uyruk,ziyaretci_sayisi
2022-12-01,Vietnam,280
2022-12-01,Birleşmiş Milletler,275
2022-12-01,Dominik Cumhuriyeti,239
2022-12-01,Cibuti,232
2022-12-01,Burkina Faso,197
2022-12-01,Uruguay,179
2022-12-01,Honduras,177
2022-12-01,Kongo Cumhuriyeti,161
2022-12-01,Zimbabve,160
2022-12-01,El Salvador,145
2022-12-01,Gambiya,134
2022-12-01,Komorlar,131
2022-12-01,Güney Sudan,124
2022-12-01,Benin,117
2022-12-01,Zambiya,115
2022-12-01,Haiti,112
2022-12-01,Ruanda,101
2022-12-01,Mozambik,100
2022-12-01,Trinidad ve Tobago,95
2022-12-01,Myanmar,87
2022-12-01,İzlanda,86
2022-12-01,Antigua ve Barbuda,81
2022-12-01,Ekvator Ginesi,77
2022-12-01,Jamaika,76
2022-12-01,Seyşeller,74
2022-12-01,Lihtenştayn,74
2022-12-01,Paraguay,68
2022-12-01,Nikaragua,57
2022-12-01,Botsvana,46
2022-12-01,Togo,45
2022-12-01,Grenada,41
2022-12-01,Liberya,39
2022-12-01,Vanuatu,36
2022-12-01,Burundi,30
2022-12-01,Malavi,30
2022-12-01,Saint Lucia,29
2022-12-01,Namibya,27
2022-12-01,Belize,26
2022-12-01,Kamboçya,25
2022-12-01,Gine Bissau,23
2022-12-01,San Marino,20
2022-12-01,Surinam,19
2022-12-01,Madagaskar,17
2022-12-01,Andorra,15
2022-12-01,Orta Afrika Cumhuriyeti,15
2022-12-01,Fiji,15
2022-12-01,Cabo Verde,14
2022-12-01,Barbados,14
2022-12-01,Laos,14
2022-12-01,Guyana,13
2022-12-01,Makao,8
2022-12-01,Bahama Adaları,7
2022-12-01,Somaliland,6
2022-12-01,Avrupa Birliği,6
2022-12-01,Bhutan,6
2022-12-01,Doğu Timor,5
2022-12-01,Lesotho,3
2022-12-01,Saint Vincent,3
2022-12-01,Vatikan,3
2022-12-01,Esvatini,2
2022-12-01,Monako,1
2022-12-01,Papua Yeni Gine,1
2022-12-01,Sao Tome,1
2022-12-01,Tuvalu,1
2022-12-01,Diğer,0
2022-11-01,Rusya,159335
2022-11-01,Almanya,83146
2022-11-01,İran,79645
2022-11-01,Suudi Arabistan,61592
2022-11-01,İsrail,56188
2022-11-01,ABD,53692
2022-11-01,Birleşik Krallık,45311
2022-11-01,Fransa,42081
2022-11-01,Özbekistan,30399
2022-11-01,İtalya,27299
2022-11-01,Irak,25649
2022-11-01,Kazakistan,24506
2022-11-01,Azerbaycan,24406
2022-11-01,Hollanda,22600
2022-11-01,Fas,21987
2022-11-01,Hindistan,20588
2022-11-01,İspanya,20085
2022-11-01,Cezayir,20081
2022-11-01,Ürdün,18058
2022-11-01,Kuveyt,17524
2022-11-01,Endonezya,17236
2022-11-01,Mısır,17058
2022-11-01,Lübnan,15933
2022-11-01,Tunus,15616
2022-11-01,Libya,15513
2022-11-01,Ukrayna,14825
2022-11-01,Romanya,14583
2022-11-01,Belçika,12750
2022-11-01,Pakistan,11036
2022-11-01,Avusturya,10743
2022-11-01,Kanada,10568
2022-11-01,İsveç,10280
2022-11-01,Malezya,10191
2022-11-01,İsviçre,9705
2022-11-01,Suriye,9482
2022-11-01,Güney Kore,9321
2022-11-01,Meksika,9270
2022-11-01,Bulgaristan,9236
2022-11-01,Gürcistan,8973
2022-11-01,Yunanistan,8901
2022-11-01,Kosova,8632
2022-11-01,Kırgızistan,7980
2022-11-01,Polonya,7281
2022-11-01,Belarus,7138
2022-11-01,Çin,6958
2022-11-01,Tacikistan,6417
2022-11-01,Arnavutluk,6225
2022-11-01,Filipinler,6011
2022-11-01,Avustralya,6008
2022-11-01,Sırbistan,5797
2022-11-01,Birleşik Arap Emirlikleri,5740
2022-11-01,Kuzey Kıbrıs,5726
2022-11-01,Brezilya,5613
2022-11-01,Katar,5574
2022-11-01,Danimarka,5507
2022-11-01,Bosna Hersek,5432
2022-11-01,Kolombiya,5124
2022-11-01,Hırvatistan,4894
2022-11-01,Singapur,4814
2022-11-01,Filistin,4767
2022-11-01,Türkmenistan,4543
2022-11-01,Portekiz,4391
2022-11-01,Çekya,4125
2022-11-01,Norveç,4034
2022-11-01,Güney Afrika,3944
2022-11-01,Bahreyn,3748
2022-11-01,Milliyetsiz (Haymatlos),3718
2022-11-01,Umman,3465
2022-11-01,Macaristan,3413
2022-11-01,İrlanda,3409
2022-11-01,Moğolistan,3353
2022-11-01,Tayland,3346
2022-11-01,Moldova,3322
2022-11-01,Afganistan,3260
2022-11-01,Japonya,3101
2022-11-01,Slovenya,3072
2022-11-01,Litvanya,3046
2022-11-01,Kuzey Makedonya,2813
2022-11-01,Yemen,2724
2022-11-01,Arjantin,2669
2022-11-01,Sudan,2439
2022-11-01,Finlandiya,2411
2022-11-01,Nijerya,2387
2022-11-01,Letonya,2371
2022-11-01,Slovakya,2021
2022-11-01,Ekvador,1912
2022-11-01,Etiyopya,1867
2022-11-01,Tayvan,1861
2022-11-01,Karadağ,1748
2022-11-01,Bangladeş,1722
2022-11-01,Ermenistan,1607
2022-11-01,Senegal,1580
2022-11-01,Mauritius,1565
2022-11-01,Fildişi Sahili,1266
2022-11-01,Venezuela,1247
2022-11-01,Estonya,1120
2022-11-01,Şili,1094
2022-11-01,Demokratik Kongo Cumhuriyeti,1058
2022-11-01,Kenya,1047
2022-11-01,Eritre,1038
2022-11-01,Malta,1024
2022-11-01,Peru,957
2022-11-01,Panama,887
2022-11-01,Hong Kong,784
2022-11-01,Somali,782
2022-11-01,Yeni Zelanda,777
2022-11-01,Uganda,741
2022-11-01,Kamerun,717
2022-11-01,Tanzanya,675
2022-11-01,Gine,597
2022-11-01,Gabon,571
2022-11-01,Mali,536
2022-11-01,Saint Kitts,530
2022-11-01,Angola,521
2022-11-01,Kosta Rika,520
2022-11-01,Dominika,519
2022-11-01,Güney Kıbrıs,509
2022-11-01,Çad,497
2022-11-01,Küba,497
2022-11-01,Guatemala,475
2022-11-01,Sierra Leone,461
2022-11-01,Birleşmiş Milletler,458
2022-11-01,Sri Lanka,403
2022-11-01,Nepal,402
2022-11-01,Gana,399
2022-11-01,Dominik Cumhuriyeti,379
2022-11-01,Moritanya,363
2022-11-01,Cibuti,361
2022-11-01,Burkina Faso,356
2022-11-01,Nijer,338
2022-11-01,Bolivya,309
2022-11-01,Uruguay,303
2022-11-01,Vietnam,254
2022-11-01,Zimbabve,252
2022-11-01,Gambiya,246
2022-11-01,Maldivler,245
2022-11-01,Lüksemburg,231
2022-11-01,Ruanda,207
2022-11-01,Honduras,199
2022-11-01,Kongo Cumhuriyeti,197
2022-11-01,Güney Sudan,169
2022-11-01,Benin,164
2022-11-01,El Salvador,158
2022-11-01,Togo,136
2022-11-01,İzlanda,124
2022-11-01,Paraguay,115
2022-11-01,Trinidad ve Tobago,107
2022-11-01,Ekvator Ginesi,105
2022-11-01,Mozambik,100
2022-11-01,Haiti,100
2022-11-01,Komorlar,97
2022-11-01,Zambiya,89
2022-11-01,Jamaika,81
2022-11-01,Seyşeller,78
2022-11-01,Brunei,69
2022-11-01,Nikaragua,66
2022-11-01,Liberya,59
2022-11-01,Antigua ve Barbuda,58
2022-11-01,Myanmar,53
2022-11-01,Burundi,49
2022-11-01,Gine Bissau,48
2022-11-01,Lihtenştayn,46
2022-11-01,Cabo Verde,46
2022-11-01,Grenada,42
2022-11-01,Kamboçya,34
2022-11-01,Barbados,32
2022-11-01,Andorra,30
2022-11-01,Belize,30
2022-11-01,Saint Lucia,28
2022-11-01,Madagaskar,24
2022-11-01,Botsvana,24
2022-11-01,Vanuatu,21
2022-11-01,Namibya,20
2022-11-01,Lesotho,20
2022-11-01,Bahama Adaları,20
2022-11-01,Orta Afrika Cumhuriyeti,19
2022-11-01,Malavi,16
2022-11-01,San Marino,14
2022-11-01,Doğu Timor,14
2022-11-01,Fiji,12
2022-11-01,Makao,10
2022-11-01,Surinam,7
2022-11-01,Esvatini,7
2022-11-01,Guyana,7
2022-11-01,Monako,5
2022-11-01,Saint Vincent,5
2022-11-01,Somaliland,5
2022-11-01,Vatikan,5
2022-11-01,Avrupa Birliği,4
2022-11-01,Laos,4
2022-11-01,Kuzey Kore,3
2022-11-01,Bhutan,1
2022-11-01,Nauru,1
2022-11-01,Papua Yeni Gine,1
2022-11-01,Diğer,0
2022-10-01,Rusya,185339
2022-10-01,Almanya,116219
2022-10-01,İran,94579
2022-10-01,ABD,72428
2022-10-01,Birleşik Krallık,62510
2022-10-01,Fransa,55389
2022-10-01,Suudi Arabistan,48999
2022-10-01,İtalya,40788
2022-10-01,İsrail,40108
2022-10-01,Irak,33691
2022-10-01,Özbekistan,31740
2022-10-01,İspanya,29172
2022-10-01,Ürdün,28676
2022-10-01,Fas,27624
2022-10-01,Hindistan,26995
2022-10-01,Kazakistan,25413
2022-10-01,Hollanda,24656
2022-10-01,Azerbaycan,23676
2022-10-01,Kuveyt,23244
2022-10-01,Mısır,21893
2022-10-01,Cezayir,21737
2022-10-01,Endonezya,20482
2022-10-01,Libya,20316
2022-10-01,Lübnan,19433
2022-10-01,İsviçre,18242
2022-10-01,Tunus,17065
2022-10-01,Kanada,16131
2022-10-01,Romanya,16062
2022-10-01,Ukrayna,14788
2022-10-01,Pakistan,14779
2022-10-01,Belçika,13846
2022-10-01,Avusturya,13832
2022-10-01,Malezya,12797
2022-10-01,İsveç,12152
2022-10-01,Güney Kore,11614
2022-10-01,Meksika,10779
2022-10-01,Suriye,10339
2022-10-01,Avustralya,9994
2022-10-01,Gürcistan,8970
2022-10-01,Kırgızistan,8757
2022-10-01,Kosova,8692
2022-10-01,Yunanistan,8594
2022-10-01,Brezilya,8566
2022-10-01,Bulgaristan,8404
2022-10-01,Danimarka,8282
2022-10-01,Filistin,7811
2022-10-01,Kolombiya,7639
2022-10-01,Polonya,7522
2022-10-01,Güney Afrika,7507
2022-10-01,Belarus,7273
2022-10-01,Çin,7172
2022-10-01,Kuzey Kıbrıs,6620
2022-10-01,Bosna Hersek,6607
2022-10-01,Birleşik Arap Emirlikleri,6374
2022-10-01,Filipinler,6348
2022-10-01,Arnavutluk,5806
2022-10-01,Norveç,5799
2022-10-01,Tacikistan,5444
2022-10-01,Portekiz,5301
2022-10-01,Bahreyn,5214
2022-10-01,Sırbistan,5170
2022-10-01,Milliyetsiz (Haymatlos),5125
2022-10-01,Macaristan,4874
2022-10-01,Türkmenistan,4805
2022-10-01,Hırvatistan,4655
2022-10-01,İrlanda,4623
2022-10-01,Arjantin,4303
2022-10-01,Tayland,4184
2022-10-01,Çekya,4025
2022-10-01,Afganistan,3917
2022-10-01,Sudan,3627
2022-10-01,Kuzey Makedonya,3608
2022-10-01,Umman,3485
2022-10-01,Singapur,3468
2022-10-01,Slovenya,3406
2022-10-01,Japonya,3343
2022-10-01,Moğolistan,3215
2022-10-01,Moldova,3123
2022-10-01,Litvanya,2967
2022-10-01,Yemen,2854
2022-10-01,Katar,2815
2022-10-01,Finlandiya,2570
2022-10-01,Nijerya,2359
2022-10-01,Letonya,2199
2022-10-01,Etiyopya,2099
2022-10-01,Slovakya,2056
2022-10-01,Bangladeş,1981
2022-10-01,Şili,1951
2022-10-01,Ekvador,1832
2022-10-01,Karadağ,1571
2022-10-01,Peru,1563
2022-10-01,Estonya,1472
2022-10-01,Senegal,1468
2022-10-01,Venezuela,1403
2022-10-01,Yeni Zelanda,1288
2022-10-01,Mauritius,1286
2022-10-01,Tayvan,1274
2022-10-01,Malta,1183
2022-10-01,Kenya,1160
2022-10-01,Ermenistan,1122
2022-10-01,Panama,934
2022-10-01,Somali,926
2022-10-01,Tanzanya,884
2022-10-01,Kamerun,868
2022-10-01,Güney Kıbrıs,827
2022-10-01,Uruguay,811
2022-10-01,Fildişi Sahili,804
2022-10-01,Eritre,795
2022-10-01,Kosta Rika,774
2022-10-01,Demokratik Kongo Cumhuriyeti,772
2022-10-01,Dominik Cumhuriyeti,739
2022-10-01,Uganda,687
2022-10-01,Saint Kitts,640
2022-10-01,Hong Kong,639
2022-10-01,Gabon,638
2022-10-01,Dominika,594
2022-10-01,Çad,564
2022-10-01,Sierra Leone,555
2022-10-01,Birleşmiş Milletler,550
2022-10-01,Gine,532
2022-10-01,Vietnam,498
2022-10-01,Angola,492
2022-10-01,Gana,482
2022-10-01,Mali,473
2022-10-01,Guatemala,464
2022-10-01,Moritanya,449
2022-10-01,Sri Lanka,442
2022-10-01,Nepal,410
2022-10-01,Küba,394
2022-10-01,Lüksemburg,389
2022-10-01,Maldivler,380
2022-10-01,Nijer,366
2022-10-01,Honduras,327
2022-10-01,Zimbabve,310
2022-10-01,Cibuti,299
2022-10-01,Bolivya,289
2022-10-01,Burkina Faso,274
2022-10-01,Kongo Cumhuriyeti,235
2022-10-01,Gambiya,218
2022-10-01,El Salvador,185
2022-10-01,Benin,168
2022-10-01,Paraguay,166
2022-10-01,Güney Sudan,161
2022-10-01,Mozambik,153
2022-10-01,İzlanda,151
2022-10-01,Trinidad ve Tobago,151
2022-10-01,Ruanda,148
2022-10-01,Zambiya,138
2022-10-01,Myanmar,121
2022-10-01,Togo,121
2022-10-01,Seyşeller,115
2022-10-01,Ekvator Ginesi,106
2022-10-01,Haiti,100
2022-10-01,Antigua ve Barbuda,94
2022-10-01,Jamaika,82
2022-10-01,Brunei,80
2022-10-01,Nikaragua,77
2022-10-01,Komorlar,73
2022-10-01,Liberya,66
2022-10-01,Andorra,65
2022-10-01,Lihtenştayn,64
2022-10-01,Grenada,63
2022-10-01,Kamboçya,55
2022-10-01,Burundi,50
2022-10-01,Gine Bissau,46
2022-10-01,Surinam,42
2022-10-01,Madagaskar,41
2022-10-01,Saint Lucia,35
2022-10-01,Cabo Verde,35
2022-10-01,Botsvana,32
2022-10-01,Monako,29
2022-10-01,Vanuatu,28
2022-10-01,San Marino,26
2022-10-01,Malavi,25
2022-10-01,Kuzey Kore,25
2022-10-01,Belize,22
2022-10-01,Barbados,21
2022-10-01,Esvatini,20
2022-10-01,Namibya,19
2022-10-01,Fiji,17
2022-10-01,Lesotho,17
2022-10-01,Bahama Adaları,16
2022-10-01,Orta Afrika Cumhuriyeti,11
2022-10-01,Guyana,10
2022-10-01,Avrupa Birliği,9
2022-10-01,Laos,7
2022-10-01,Saint Vincent,4
2022-10-01,Bhutan,4
2022-10-01,Somaliland,4
2022-10-01,Doğu Timor,4
2022-10-01,Makao,3
2022-10-01,Nauru,3
2022-10-01,Solomon Adaları,1
2022-10-01,Tonga,1
2022-10-01,Diğer,0
2022-09-01,Rusya,170230
2022-09-01,Almanya,114439
2022-09-01,İran,110539
2022-09-01,ABD,77039
2022-09-01,Birleşik Krallık,58028
2022-09-01,Suudi Arabistan,53804
2022-09-01,Irak,50244
2022-09-01,Fransa,42798
2022-09-01,İsrail,41177
2022-09-01,Kuveyt,34282
2022-09-01,Ürdün,33969
2022-09-01,İtalya,33277
2022-09-01,Özbekistan,33064
2022-09-01,Azerbaycan,31140
2022-09-01,Kazakistan,31078
2022-09-01,Libya,28900
2022-09-01,İspanya,27137
2022-09-01,Fas,26589
2022-09-01,Mısır,25828
2022-09-01,Hollanda,24756
2022-09-01,Cezayir,23552
2022-09-01,Hindistan,23013
2022-09-01,Lübnan,18642
2022-09-01,Pakistan,16530
2022-09-01,Tunus,16425
2022-09-01,Kanada,15986
2022-09-01,Romanya,15189
2022-09-01,Ukrayna,15099
2022-09-01,İsviçre,14552
2022-09-01,Endonezya,14250
2022-09-01,Belçika,13828
2022-09-01,İsveç,13500
2022-09-01,Avusturya,12519
2022-09-01,Suriye,12428
2022-09-01,Avustralya,11928
2022-09-01,Meksika,11603
2022-09-01,Malezya,10347
2022-09-01,Güney Kore,10047
2022-09-01,Kırgızistan,9766
2022-09-01,Filistin,9329
2022-09-01,Güney Afrika,9309
2022-09-01,Bulgaristan,9182
2022-09-01,Brezilya,8783
2022-09-01,Polonya,8348
2022-09-01,Belarus,7857
2022-09-01,Danimarka,7428
2022-09-01,Gürcistan,7370
2022-09-01,Çin,7179
2022-09-01,Kolombiya,7012
2022-09-01,Kosova,6774
2022-09-01,Yunanistan,6763
2022-09-01,Tacikistan,6230
2022-09-01,Kuzey Kıbrıs,6051
2022-09-01,Norveç,5908
2022-09-01,Portekiz,5898
2022-09-01,Bosna Hersek,5882
2022-09-01,Milliyetsiz (Haymatlos),5767
2022-09-01,Filipinler,5560
2022-09-01,Arnavutluk,5328
2022-09-01,Sırbistan,5090
2022-09-01,Arjantin,5064
2022-09-01,İrlanda,4922
2022-09-01,Sudan,4741
2022-09-01,Macaristan,4699
2022-09-01,Birleşik Arap Emirlikleri,4231
2022-09-01,Afganistan,4117
2022-09-01,Türkmenistan,4085
2022-09-01,Bahreyn,3757
2022-09-01,Yemen,3688
2022-09-01,Çekya,3677
2022-09-01,Hırvatistan,3581
2022-09-01,Moldova,3444
2022-09-01,Umman,3397
2022-09-01,Japonya,3302
2022-09-01,Moğolistan,3259
2022-09-01,Bangladeş,2721
2022-09-01,Slovenya,2718
2022-09-01,Katar,2717
2022-09-01,Singapur,2590
2022-09-01,Kuzey Makedonya,2567
2022-09-01,Nijerya,2481
2022-09-01,Finlandiya,2478
2022-09-01,Litvanya,2408
2022-09-01,Tayland,2366
2022-09-01,Slovakya,2164
2022-09-01,Etiyopya,2061
2022-09-01,Letonya,1768
2022-09-01,Ekvador,1746
2022-09-01,Malta,1746
2022-09-01,Şili,1730
2022-09-01,Venezuela,1696
2022-09-01,Yeni Zelanda,1555
2022-09-01,Peru,1518
2022-09-01,Somali,1449
2022-09-01,Senegal,1408
2022-09-01,Karadağ,1359
2022-09-01,Estonya,1245
2022-09-01,Ermenistan,1239
2022-09-01,Kosta Rika,1172
2022-09-01,Mauritius,1064
2022-09-01,Tayvan,1060
2022-09-01,Kenya,1002
2022-09-01,Uruguay,863
2022-09-01,Dominika,850
2022-09-01,Eritre,845
2022-09-01,Tanzanya,761
2022-09-01,Demokratik Kongo Cumhuriyeti,752
2022-09-01,Fildişi Sahili,742
2022-09-01,Saint Kitts,736
2022-09-01,Moritanya,703
2022-09-01,Panama,668
2022-09-01,Mali,667
2022-09-01,Çad,644
2022-09-01,Kamerun,633
2022-09-01,Uganda,615
2022-09-01,Dominik Cumhuriyeti,575
2022-09-01,Güney Kıbrıs,546
2022-09-01,Gine,531
2022-09-01,Hong Kong,531
2022-09-01,Cibuti,517
2022-09-01,Gana,495
2022-09-01,Sierra Leone,492
2022-09-01,Lüksemburg,482
2022-09-01,Gabon,472
2022-09-01,Angola,466
2022-09-01,Nijer,458
2022-09-01,Guatemala,429
2022-09-01,Sri Lanka,416
2022-09-01,Nepal,408
2022-09-01,Birleşmiş Milletler,396
2022-09-01,Burkina Faso,383
2022-09-01,Vietnam,380
2022-09-01,Honduras,313
2022-09-01,Bolivya,303
2022-09-01,Küba,295
2022-09-01,Maldivler,238
2022-09-01,Zimbabve,231
2022-09-01,Gambiya,219
2022-09-01,El Salvador,215
2022-09-01,Kongo Cumhuriyeti,208
2022-09-01,İzlanda,189
2022-09-01,Paraguay,183
2022-09-01,Seyşeller,158
2022-09-01,Benin,157
2022-09-01,Trinidad ve Tobago,153
2022-09-01,Haiti,142
2022-09-01,Güney Sudan,132
2022-09-01,Ruanda,127
2022-09-01,Mozambik,110
2022-09-01,Myanmar,110
2022-09-01,Antigua ve Barbuda,107
2022-09-01,Togo,106
2022-09-01,Jamaika,95
2022-09-01,Nikaragua,93
2022-09-01,Ekvator Ginesi,92
2022-09-01,Zambiya,89
2022-09-01,Lihtenştayn,76
2022-09-01,Grenada,65
2022-09-01,Liberya,65
2022-09-01,Surinam,55
2022-09-01,Komorlar,54
2022-09-01,Burundi,52
2022-09-01,Botsvana,51
2022-09-01,Brunei,50
2022-09-01,Andorra,46
2022-09-01,Gine Bissau,36
2022-09-01,Belize,35
2022-09-01,Kamboçya,33
2022-09-01,Barbados,29
2022-09-01,Malavi,29
2022-09-01,Saint Lucia,29
2022-09-01,Cabo Verde,24
2022-09-01,Namibya,23
2022-09-01,Vanuatu,23
2022-09-01,Fiji,22
2022-09-01,Bahama Adaları,20
2022-09-01,San Marino,20
2022-09-01,Laos,16
2022-09-01,Madagaskar,16
2022-09-01,Lesotho,12
2022-09-01,Orta Afrika Cumhuriyeti,11
2022-09-01,Guyana,10
2022-09-01,Avrupa Birliği,9
2022-09-01,Kuzey Kore,8
2022-09-01,Monako,8
2022-09-01,Saint Vincent,7
2022-09-01,Makao,6
2022-09-01,Bhutan,5
2022-09-01,Somaliland,5
2022-09-01,Papua Yeni Gine,3
2022-09-01,Doğu Timor,2
2022-09-01,Porto Riko,2
2022-09-01,Esvatini,2
2022-09-01,Vatikan,2
2022-09-01,Samoa,1
2022-09-01,Diğer,0
2022-08-01,Rusya,140376
2022-08-01,Almanya,124793
2022-08-01,İran,100218
2022-08-01,Suudi Arabistan,97116
2022-08-01,ABD,78843
2022-08-01,Kuveyt,64349
2022-08-01,Birleşik Krallık,63965
2022-08-01,Fransa,60727
2022-08-01,Irak,51869
2022-08-01,Ürdün,47199
2022-08-01,İsrail,43676
2022-08-01,İtalya,43147
2022-08-01,Özbekistan,38874
2022-08-01,İspanya,30981
2022-08-01,Azerbaycan,30340
2022-08-01,Kazakistan,29868
2022-08-01,Hollanda,29863
2022-08-01,Fas,29120
2022-08-01,Libya,27645
2022-08-01,Cezayir,25968
2022-08-01,Mısır,19032
2022-08-01,Tunus,18689
2022-08-01,Avusturya,17194
2022-08-01,Kanada,17177
2022-08-01,Hindistan,17090
2022-08-01,Lübnan,16678
2022-08-01,Pakistan,15135
2022-08-01,Suriye,14306
2022-08-01,Ukrayna,13773
2022-08-01,Romanya,13481
2022-08-01,İsveç,13356
2022-08-01,Belçika,12250
2022-08-01,Avustralya,11569
2022-08-01,Filistin,11123
2022-08-01,İsviçre,9588
2022-08-01,Umman,9440
2022-08-01,Birleşik Arap Emirlikleri,9238
2022-08-01,Güney Kore,8781
2022-08-01,Bulgaristan,8506
2022-08-01,Endonezya,8042
2022-08-01,Kırgızistan,7606
2022-08-01,Milliyetsiz (Haymatlos),7318
2022-08-01,Kuzey Kıbrıs,7275
2022-08-01,Belarus,7245
2022-08-01,Çin,7167
2022-08-01,Meksika,6922
2022-08-01,Gürcistan,6828
2022-08-01,Bahreyn,6534
2022-08-01,Yunanistan,6191
2022-08-01,Güney Afrika,5994
2022-08-01,Portekiz,5929
2022-08-01,Filipinler,5803
2022-08-01,Polonya,5802
2022-08-01,Brezilya,5615
2022-08-01,Tacikistan,5519
2022-08-01,Sudan,5439
2022-08-01,Danimarka,4908
2022-08-01,Bosna Hersek,4815
2022-08-01,Malezya,4728
2022-08-01,Katar,4603
2022-08-01,Afganistan,4585
2022-08-01,Norveç,4519
2022-08-01,Kolombiya,4468
2022-08-01,Kosova,4432
2022-08-01,Arnavutluk,4357
2022-08-01,İrlanda,4337
2022-08-01,Türkmenistan,4191
2022-08-01,Yemen,4053
2022-08-01,Sırbistan,3736
2022-08-01,Arjantin,3664
2022-08-01,Moldova,3471
2022-08-01,Moğolistan,3444
2022-08-01,Macaristan,3418
2022-08-01,Japonya,3068
2022-08-01,Hırvatistan,2764
2022-08-01,Çekya,2709
2022-08-01,Etiyopya,2659
2022-08-01,Nijerya,2581
2022-08-01,Bangladeş,2081
2022-08-01,Kuzey Makedonya,2030
2022-08-01,Finlandiya,1896
2022-08-01,Senegal,1782
2022-08-01,Litvanya,1764
2022-08-01,Slovenya,1637
2022-08-01,Venezuela,1591
2022-08-01,Yeni Zelanda,1510
2022-08-01,Tayland,1469
2022-08-01,Malta,1375
2022-08-01,Ermenistan,1367
2022-08-01,Slovakya,1308
2022-08-01,Ekvador,1243
2022-08-01,Dominika,1231
2022-08-01,Letonya,1215
2022-08-01,Şili,1208
2022-08-01,Singapur,1204
2022-08-01,Saint Kitts,1139
2022-08-01,Somali,1022
2022-08-01,Peru,995
2022-08-01,Fildişi Sahili,987
2022-08-01,Tayvan,940
2022-08-01,Demokratik Kongo Cumhuriyeti,906
2022-08-01,Mauritius,894
2022-08-01,Çad,886
2022-08-01,Karadağ,853
2022-08-01,Estonya,846
2022-08-01,Kenya,783
2022-08-01,Eritre,762
2022-08-01,Gabon,714
2022-08-01,Kamerun,708
2022-08-01,Cibuti,702
2022-08-01,Moritanya,664
2022-08-01,Güney Kıbrıs,659
2022-08-01,Lüksemburg,605
2022-08-01,Uruguay,602
2022-08-01,Mali,566
2022-08-01,Tanzanya,550
2022-08-01,Uganda,541
2022-08-01,Nijer,536
2022-08-01,Gine,525
2022-08-01,Sri Lanka,523
2022-08-01,Sierra Leone,486
2022-08-01,Hong Kong,464
2022-08-01,Nepal,417
2022-08-01,Panama,410
2022-08-01,Burkina Faso,401
2022-08-01,Gana,393
2022-08-01,Angola,379
2022-08-01,Kosta Rika,373
2022-08-01,Vietnam,340
2022-08-01,Dominik Cumhuriyeti,315
2022-08-01,Zimbabve,261
2022-08-01,Guatemala,261
2022-08-01,Birleşmiş Milletler,255
2022-08-01,Kongo Cumhuriyeti,247
2022-08-01,Bolivya,244
2022-08-01,Maldivler,236
2022-08-01,Seyşeller,235
2022-08-01,Küba,230
2022-08-01,Mozambik,217
2022-08-01,Gambiya,195
2022-08-01,İzlanda,179
2022-08-01,Honduras,174
2022-08-01,Togo,172
2022-08-01,Zambiya,166
2022-08-01,Benin,131
2022-08-01,Paraguay,128
2022-08-01,Güney Sudan,127
2022-08-01,Haiti,123
2022-08-01,Antigua ve Barbuda,115
2022-08-01,El Salvador,100
2022-08-01,Ruanda,94
2022-08-01,Nikaragua,89
2022-08-01,Trinidad ve Tobago,82
2022-08-01,Grenada,81
2022-08-01,Andorra,80
2022-08-01,Jamaika,76
2022-08-01,Ekvator Ginesi,69
2022-08-01,Botsvana,65
2022-08-01,Komorlar,54
2022-08-01,Burundi,52
2022-08-01,Lihtenştayn,45
2022-08-01,Surinam,36
2022-08-01,Brunei,34
2022-08-01,Vanuatu,34
2022-08-01,Belize,32
2022-08-01,Liberya,30
2022-08-01,Myanmar,29
2022-08-01,Namibya,29
2022-08-01,Saint Lucia,27
2022-08-01,Cabo Verde,23
2022-08-01,Malavi,21
2022-08-01,Madagaskar,21
2022-08-01,Kamboçya,21
2022-08-01,Gine Bissau,21
2022-08-01,Bahama Adaları,19
2022-08-01,Fiji,18
2022-08-01,Orta Afrika Cumhuriyeti,18
2022-08-01,Monako,16
2022-08-01,Esvatini,15
2022-08-01,Lesotho,14
2022-08-01,Guyana,12
2022-08-01,Barbados,11
2022-08-01,San Marino,11
2022-08-01,Laos,9
2022-08-01,Bhutan,7
2022-08-01,Kuzey Kore,3
2022-08-01,Saint Vincent,3
2022-08-01,Makao,3
2022-08-01,Avrupa Birliği,2
2022-08-01,Somaliland,2
2022-08-01,Diğer,0
2022-07-01,Almanya,142077
2022-07-01,Rusya,133218
2022-07-01,ABD,97355
2022-07-01,İran,94708
2022-07-01,Suudi Arabistan,77613
2022-07-01,Birleşik Krallık,70179
2022-07-01,Fransa,69314
2022-07-01,Irak,64878
2022-07-01,Kuveyt,63131
2022-07-01,Ürdün,54247
2022-07-01,Hollanda,45677
