tarih,uyruk,ziyaretci_sayisi
2022-05-01,Ekvator Ginesi,88
2022-05-01,Seyşeller,72
2022-05-01,Trinidad ve Tobago,64
2022-05-01,Liberya,64
2022-05-01,Namibya,64
2022-05-01,Nikaragua,54
2022-05-01,Güney Sudan,54
2022-05-01,Gine Bissau,54
2022-05-01,Burundi,46
2022-05-01,Myanmar,44
2022-05-01,Botsvana,44
2022-05-01,Grenada,41
2022-05-01,Vanuatu,37
2022-05-01,Cabo Verde,35
2022-05-01,Andorra,34
2022-05-01,Malavi,34
2022-05-01,Saint Lucia,26
2022-05-01,Madagaskar,26
2022-05-01,Surinam,26
2022-05-01,Orta Afrika Cumhuriyeti,21
2022-05-01,Kamboçya,21
2022-05-01,Barbados,20
2022-05-01,Belize,19
2022-05-01,Brunei,19
2022-05-01,Bahama Adaları,17
2022-05-01,Esvatini,14
2022-05-01,Fiji,12
2022-05-01,San Marino,11
2022-05-01,Lesotho,9
2022-05-01,Monako,8
2022-05-01,Avrupa Birliği,6
2022-05-01,Laos,5
2022-05-01,Saint Vincent,5
2022-05-01,Sao Tome,5
2022-05-01,Vatikan,3
2022-05-01,Bhutan,3
2022-05-01,Makao,2
2022-05-01,Guyana,1
2022-05-01,Papua Yeni Gine,1
2022-05-01,Tonga,1
2022-05-01,Mikronezya,1
2022-05-01,Tuvalu,1
2022-05-01,Diğer,0
2022-04-01,Almanya,101352
2022-04-01,İran,88171
2022-04-01,Rusya,60044
2022-04-01,Birleşik Krallık,44696
2022-04-01,ABD,40716
2022-04-01,Fransa,37335
2022-04-01,İsrail,34776
2022-04-01,Hollanda,26471
2022-04-01,Özbekistan,22530
2022-04-01,Kazakistan,20350
2022-04-01,İtalya,19619
2022-04-01,İspanya,19511
2022-04-01,Irak,19149
2022-04-01,Azerbaycan,16863
2022-04-01,İsviçre,16157
2022-04-01,Romanya,15670
2022-04-01,Ukrayna,15430
2022-04-01,Belçika,12482
2022-04-01,Lübnan,12295
2022-04-01,Avusturya,11890
2022-04-01,İsveç,11697
2022-04-01,Hindistan,11186
2022-04-01,Ürdün,10611
2022-04-01,Kuveyt,10171
2022-04-01,Endonezya,9238
2022-04-01,Suriye,9182
2022-04-01,Yunanistan,8653
2022-04-01,Bulgaristan,8302
2022-04-01,Sırbistan,8089
2022-04-01,Kırgızistan,8040
2022-04-01,Kosova,7834
2022-04-01,Kanada,7714
2022-04-01,Mısır,7475
2022-04-01,Fas,7400
2022-04-01,Libya,7149
2022-04-01,Gürcistan,6987
2022-04-01,Tunus,6410
2022-04-01,Danimarka,6378
2022-04-01,Polonya,6328
2022-04-01,Belarus,5986
2022-04-01,Çin,5820
2022-04-01,Bosna Hersek,5770
2022-04-01,Meksika,5658
2022-04-01,Pakistan,5614
2022-04-01,Arnavutluk,5610
2022-04-01,Kolombiya,5326
2022-04-01,Cezayir,5096
2022-04-01,Kuzey Kıbrıs,4805
2022-04-01,Güney Kore,4690
2022-04-01,Norveç,4498
2022-04-01,Brezilya,4434
2022-04-01,Avustralya,4295
2022-04-01,Filipinler,4070
2022-04-01,Hırvatistan,3908
2022-04-01,Portekiz,3880
2022-04-01,İrlanda,3869
2022-04-01,Macaristan,3854
2022-04-01,Slovenya,3763
2022-04-01,Milliyetsiz (Haymatlos),3680
2022-04-01,Çekya,3471
2022-04-01,Nijerya,3335
2022-04-01,Afganistan,3240
2022-04-01,Güney Afrika,3145
2022-04-01,Kuzey Makedonya,3130
2022-04-01,Moğolistan,3111
2022-04-01,Arjantin,2903
2022-04-01,Moldova,2884
2022-04-01,Tacikistan,2779
2022-04-01,Litvanya,2417
2022-04-01,Sudan,2389
2022-04-01,Malezya,2243
2022-04-01,Tayland,2081
2022-04-01,Filistin,2078
2022-04-01,Letonya,2006
2022-04-01,Etiyopya,1754
2022-04-01,Birleşik Arap Emirlikleri,1717
2022-04-01,Finlandiya,1561
2022-04-01,Katar,1493
2022-04-01,Slovakya,1483
2022-04-01,Türkmenistan,1462
2022-04-01,Japonya,1404
2022-04-01,Karadağ,1401
2022-04-01,Yemen,1385
2022-04-01,Bangladeş,1365
2022-04-01,Ekvador,1333
2022-04-01,Singapur,1302
2022-04-01,Venezuela,1218
2022-04-01,Bahreyn,1190
2022-04-01,Senegal,1176
2022-04-01,Estonya,1164
2022-04-01,Eritre,1162
2022-04-01,Malta,1001
2022-04-01,Umman,979
2022-04-01,Somali,915
2022-04-01,Demokratik Kongo Cumhuriyeti,905
2022-04-01,Şili,898
2022-04-01,Ermenistan,878
2022-04-01,Kamerun,871
2022-04-01,Kenya,715
2022-04-01,Peru,675
2022-04-01,Yeni Zelanda,662
2022-04-01,Kosta Rika,650
2022-04-01,Fildişi Sahili,620
2022-04-01,Uganda,571
2022-04-01,Suudi Arabistan,564
2022-04-01,Gana,557
2022-04-01,Çad,496
2022-04-01,Sierra Leone,486
2022-04-01,Gabon,474
2022-04-01,Mauritius,465
2022-04-01,Tanzanya,452
2022-04-01,Güney Kıbrıs,437
2022-04-01,Dominik Cumhuriyeti,434
2022-04-01,Nepal,432
2022-04-01,Lüksemburg,424
2022-04-01,Angola,414
2022-04-01,Kongo Cumhuriyeti,394
2022-04-01,Uruguay,391
2022-04-01,Tayvan,382
2022-04-01,Mali,376
2022-04-01,Saint Kitts,357
2022-04-01,Panama,353
2022-04-01,Dominika,337
2022-04-01,Sri Lanka,319
2022-04-01,Vietnam,313
2022-04-01,Gine,261
2022-04-01,Zimbabve,259
2022-04-01,Hong Kong,257
2022-04-01,Moritanya,230
2022-04-01,Cibuti,221
2022-04-01,Burkina Faso,220
2022-04-01,Nijer,216
2022-04-01,Guatemala,214
2022-04-01,Küba,199
2022-04-01,Bolivya,164
2022-04-01,İzlanda,161
2022-04-01,Gambiya,157
2022-04-01,Birleşmiş Milletler,147
2022-04-01,Honduras,144
2022-04-01,Paraguay,132
2022-04-01,Ruanda,120
2022-04-01,Komorlar,113
2022-04-01,Haiti,109
2022-04-01,Benin,103
2022-04-01,Togo,101
2022-04-01,Jamaika,94
2022-04-01,El Salvador,92
2022-04-01,Maldivler,69
2022-04-01,Lihtenştayn,68
2022-04-01,Zambiya,64
2022-04-01,Antigua ve Barbuda,61
2022-04-01,Ekvator Ginesi,60
2022-04-01,Seyşeller,59
2022-04-01,Mozambik,56
2022-04-01,Andorra,54
2022-04-01,Barbados,52
2022-04-01,Nikaragua,50
2022-04-01,Myanmar,48
2022-04-01,Trinidad ve Tobago,43
2022-04-01,Güney Sudan,37
2022-04-01,Cabo Verde,37
2022-04-01,Botsvana,34
2022-04-01,Vanuatu,34
2022-04-01,Burundi,30
2022-04-01,Saint Lucia,30
2022-04-01,Orta Afrika Cumhuriyeti,28
2022-04-01,Liberya,27
2022-04-01,Namibya,27
2022-04-01,Malavi,25
2022-04-01,Grenada,24
2022-04-01,Kamboçya,21
2022-04-01,Bahama Adaları,20
2022-04-01,Belize,19
2022-04-01,Madagaskar,19
2022-04-01,Gine Bissau,16
2022-04-01,Fiji,14
2022-04-01,Laos,14
2022-04-01,Esvatini,11
2022-04-01,Monako,11
2022-04-01,Surinam,9
2022-04-01,Lesotho,9
2022-04-01,San Marino,8
2022-04-01,Avrupa Birliği,6
2022-04-01,Somaliland,5
2022-04-01,Guyana,5
2022-04-01,Saint Vincent,4
2022-04-01,Makao,3
2022-04-01,Brunei,2
2022-04-01,Sao Tome,2
2022-04-01,Papua Yeni Gine,1
2022-04-01,Vatikan,1
2022-04-01,Tonga,1
2022-04-01,Diğer,0
2022-03-01,İran,116626
2022-03-01,Almanya,92194
2022-03-01,Rusya,90394
2022-03-01,Birleşik Krallık,42355
2022-03-01,İsrail,40120
2022-03-01,Fransa,40119
2022-03-01,ABD,36801
2022-03-01,Irak,29049
2022-03-01,Hollanda,28028
2022-03-01,Kuveyt,27023
2022-03-01,Özbekistan,25685
2022-03-01,Ukrayna,23780
2022-03-01,Kazakistan,22094
2022-03-01,Tunus,22053
2022-03-01,Azerbaycan,20837
2022-03-01,Ürdün,20553
2022-03-01,Lübnan,19225
2022-03-01,Fas,17100
2022-03-01,Mısır,16618
2022-03-01,Libya,16346
2022-03-01,Pakistan,15789
2022-03-01,Belçika,14489
2022-03-01,İtalya,14049
2022-03-01,İspanya,13227
2022-03-01,İsveç,12332
2022-03-01,Romanya,12039
2022-03-01,Avusturya,11723
2022-03-01,Cezayir,11582
2022-03-01,Suriye,11290
2022-03-01,İsviçre,10168
2022-03-01,Kosova,10089
2022-03-01,Birleşik Arap Emirlikleri,9948
2022-03-01,Hindistan,9830
2022-03-01,Belarus,9121
2022-03-01,Katar,8491
2022-03-01,Kanada,8402
2022-03-01,Endonezya,7875
2022-03-01,Yunanistan,7665
2022-03-01,Kırgızistan,7407
2022-03-01,Bulgaristan,7369
2022-03-01,Bosna Hersek,7038
2022-03-01,Malezya,6402
2022-03-01,Gürcistan,6323
2022-03-01,Danimarka,6207
2022-03-01,Sırbistan,5825
2022-03-01,Arnavutluk,5771
2022-03-01,Meksika,5504
2022-03-01,Güney Afrika,5220
2022-03-01,Bahreyn,4995
2022-03-01,Polonya,4879
2022-03-01,Umman,4734
2022-03-01,Filistin,4686
2022-03-01,Milliyetsiz (Haymatlos),4603
2022-03-01,Kuzey Kıbrıs,4432
2022-03-01,Tacikistan,4389
2022-03-01,Norveç,4355
2022-03-01,Brezilya,4136
2022-03-01,Nijerya,4092
2022-03-01,Kolombiya,3864
2022-03-01,İrlanda,3503
2022-03-01,Avustralya,3485
2022-03-01,Çin,3432
2022-03-01,Filipinler,3427
2022-03-01,Afganistan,3394
2022-03-01,Kuzey Makedonya,3391
2022-03-01,Sudan,3239
2022-03-01,Macaristan,3180
2022-03-01,Hırvatistan,3177
2022-03-01,Portekiz,3165
2022-03-01,Moğolistan,2821
2022-03-01,Çekya,2797
2022-03-01,Güney Kore,2608
2022-03-01,Arjantin,2481
2022-03-01,Etiyopya,2253
2022-03-01,Yemen,2243
2022-03-01,Litvanya,2238
2022-03-01,Bangladeş,2079
2022-03-01,Slovenya,2056
2022-03-01,Türkmenistan,1965
2022-03-01,Finlandiya,1592
2022-03-01,Moldova,1527
2022-03-01,Somali,1485
2022-03-01,Senegal,1452
2022-03-01,Karadağ,1441
2022-03-01,Slovakya,1319
2022-03-01,Singapur,1317
2022-03-01,Suudi Arabistan,1300
2022-03-01,Letonya,1259
2022-03-01,Venezuela,1135
2022-03-01,Japonya,1129
2022-03-01,Tayland,1107
2022-03-01,Demokratik Kongo Cumhuriyeti,960
2022-03-01,Ekvador,957
2022-03-01,Eritre,915
2022-03-01,Fildişi Sahili,911
2022-03-01,Ermenistan,904
2022-03-01,Kamerun,903
2022-03-01,Malta,894
2022-03-01,Estonya,831
2022-03-01,Kenya,830
2022-03-01,Tanzanya,807
2022-03-01,Mauritius,770
2022-03-01,Uganda,720
2022-03-01,Şili,683
2022-03-01,Dominika,669
2022-03-01,Mali,614
2022-03-01,Gana,612
2022-03-01,Saint Kitts,610
2022-03-01,Peru,606
2022-03-01,Çad,516
2022-03-01,Sierra Leone,507
2022-03-01,Panama,481
2022-03-01,Moritanya,470
2022-03-01,Angola,445
2022-03-01,Güney Kıbrıs,435
2022-03-01,Gabon,416
2022-03-01,Uruguay,412
2022-03-01,Yeni Zelanda,407
2022-03-01,Cibuti,390
2022-03-01,Gine,389
2022-03-01,Nijer,358
2022-03-01,Kosta Rika,334
2022-03-01,Maldivler,328
2022-03-01,Tayvan,323
2022-03-01,Zimbabve,305
2022-03-01,Sri Lanka,285
2022-03-01,Burkina Faso,279
2022-03-01,Gambiya,264
2022-03-01,Kongo Cumhuriyeti,262
2022-03-01,Nepal,237
2022-03-01,Lüksemburg,233
2022-03-01,Birleşmiş Milletler,233
2022-03-01,Dominik Cumhuriyeti,229
2022-03-01,Vietnam,224
2022-03-01,Guatemala,216
2022-03-01,Hong Kong,198
2022-03-01,Benin,162
2022-03-01,Togo,156
2022-03-01,Komorlar,152
2022-03-01,Bolivya,151
2022-03-01,Küba,141
2022-03-01,Ruanda,140
2022-03-01,Honduras,103
2022-03-01,Zambiya,101
2022-03-01,İzlanda,98
2022-03-01,Paraguay,98
2022-03-01,Mozambik,90
2022-03-01,Liberya,81
2022-03-01,Burundi,78
2022-03-01,El Salvador,76
2022-03-01,Jamaika,73
2022-03-01,Antigua ve Barbuda,71
2022-03-01,Haiti,68
2022-03-01,Lihtenştayn,57
2022-03-01,Ekvator Ginesi,54
2022-03-01,Malavi,54
2022-03-01,Namibya,50
2022-03-01,Trinidad ve Tobago,49
2022-03-01,Grenada,47
2022-03-01,Güney Sudan,45
2022-03-01,Nikaragua,43
2022-03-01,Seyşeller,42
2022-03-01,Barbados,41
2022-03-01,Myanmar,40
2022-03-01,Botsvana,40
2022-03-01,Andorra,35
2022-03-01,Gine Bissau,27
2022-03-01,Vanuatu,21
2022-03-01,Cabo Verde,21
2022-03-01,Orta Afrika Cumhuriyeti,20
2022-03-01,Brunei,17
2022-03-01,Fiji,16
2022-03-01,Surinam,14
2022-03-01,Esvatini,14
2022-03-01,Saint Lucia,14
2022-03-01,Belize,13
2022-03-01,Bahama Adaları,12
2022-03-01,Madagaskar,11
2022-03-01,San Marino,11
2022-03-01,Monako,9
2022-03-01,Lesotho,8
2022-03-01,Kamboçya,5
2022-03-01,Somaliland,5
2022-03-01,Saint Vincent,3
2022-03-01,Doğu Timor,3
2022-03-01,Kuzey Kore,3
2022-03-01,Guyana,2
2022-03-01,Papua Yeni Gine,2
2022-03-01,Avrupa Birliği,1
2022-03-01,Bhutan,1
2022-03-01,Vatikan,1
2022-03-01,Makao,1
2022-03-01,Diğer,0
2022-02-01,Rusya,80628
2022-02-01,Almanya,74056
2022-02-01,İran,68940
2022-02-01,Fransa,43560
2022-02-01,Kuveyt,39000
2022-02-01,Birleşik Krallık,38169
2022-02-01,İsrail,30614
2022-02-01,Hollanda,28070
2022-02-01,Irak,26985
2022-02-01,Ukrayna,26698
2022-02-01,Özbekistan,25898
2022-02-01,ABD,21420
2022-02-01,Kazakistan,18029
2022-02-01,Mısır,17706
2022-02-01,Azerbaycan,16281
2022-02-01,Lübnan,16160
2022-02-01,Ürdün,15711
2022-02-01,Libya,15498
2022-02-01,Fas,14757
2022-02-01,Belçika,13569
2022-02-01,Tunus,13067
2022-02-01,Avusturya,11578
2022-02-01,İspanya,10743
2022-02-01,Tacikistan,10624
2022-02-01,Pakistan,10612
2022-02-01,İsviçre,10584
2022-02-01,İtalya,10499
2022-02-01,İsveç,10205
2022-02-01,Suriye,10030
2022-02-01,Cezayir,9862
2022-02-01,Romanya,9645
2022-02-01,Kosova,8480
2022-02-01,Kırgızistan,7604
2022-02-01,Bulgaristan,6282
2022-02-01,Gürcistan,6061
2022-02-01,Sırbistan,5593
2022-02-01,Danimarka,5564
2022-02-01,Kuzey Kıbrıs,5203
2022-02-01,Yunanistan,5189
2022-02-01,Endonezya,5161
2022-02-01,Kanada,5139
2022-02-01,Hindistan,5127
2022-02-01,Bosna Hersek,4911
2022-02-01,Arnavutluk,4817
2022-02-01,Umman,4787
2022-02-01,Belarus,4243
2022-02-01,Polonya,4167
2022-02-01,Bahreyn,4090
2022-02-01,Malezya,4051
2022-02-01,Milliyetsiz (Haymatlos),3988
2022-02-01,Katar,3938
2022-02-01,Birleşik Arap Emirlikleri,3789
2022-02-01,Filistin,3545
2022-02-01,Norveç,3526
2022-02-01,Nijerya,3441
2022-02-01,Filipinler,3426
2022-02-01,Meksika,3381
2022-02-01,Çin,3067
2022-02-01,İrlanda,2969
2022-02-01,Brezilya,2950
2022-02-01,Afganistan,2827
2022-02-01,Kuzey Makedonya,2504
2022-02-01,Avustralya,2482
2022-02-01,Hırvatistan,2460
2022-02-01,Moldova,2451
2022-02-01,Moğolistan,2442
2022-02-01,Çekya,2300
2022-02-01,Güney Afrika,2262
2022-02-01,Sudan,2188
2022-02-01,Portekiz,2169
2022-02-01,Kolombiya,2113
2022-02-01,Macaristan,2033
2022-02-01,Güney Kore,1830
2022-02-01,Etiyopya,1730
2022-02-01,Yemen,1664
2022-02-01,Türkmenistan,1659
2022-02-01,Slovenya,1621
2022-02-01,Litvanya,1501
2022-02-01,Finlandiya,1392
2022-02-01,Somali,1371
2022-02-01,Arjantin,1242
2022-02-01,Senegal,1154
2022-02-01,Ermenistan,1099
2022-02-01,Letonya,1093
2022-02-01,Karadağ,1049
2022-02-01,Bangladeş,1037
2022-02-01,Venezuela,984
2022-02-01,Suudi Arabistan,969
2022-02-01,Eritre,910
2022-02-01,Slovakya,847
2022-02-01,Haiti,840
2022-02-01,Tayland,740
2022-02-01,Japonya,736
2022-02-01,Şili,731
2022-02-01,Demokratik Kongo Cumhuriyeti,719
2022-02-01,Estonya,684
2022-02-01,Kenya,673
2022-02-01,Malta,665
2022-02-01,Mauritius,653
2022-02-01,Çad,635
2022-02-01,Fildişi Sahili,628
2022-02-01,Gana,628
2022-02-01,Moritanya,595
2022-02-01,Kamerun,590
2022-02-01,Mali,553
2022-02-01,Uganda,542
2022-02-01,Panama,526
2022-02-01,Sierra Leone,512
2022-02-01,Singapur,493
2022-02-01,Dominika,476
2022-02-01,Gabon,431
2022-02-01,Peru,422
2022-02-01,Cibuti,412
2022-02-01,Tanzanya,388
2022-02-01,Gine,381
2022-02-01,Saint Kitts,363
2022-02-01,Angola,337
2022-02-01,Ekvador,305
2022-02-01,Lüksemburg,303
2022-02-01,Yeni Zelanda,294
2022-02-01,Nijer,290
2022-02-01,Güney Kıbrıs,265
2022-02-01,Sri Lanka,240
2022-02-01,Maldivler,238
2022-02-01,Kongo Cumhuriyeti,215
2022-02-01,Tayvan,212
2022-02-01,Zimbabve,199
2022-02-01,Kosta Rika,196
2022-02-01,Burkina Faso,192
2022-02-01,Gambiya,168
2022-02-01,Nepal,168
2022-02-01,Ruanda,158
2022-02-01,Dominik Cumhuriyeti,148
2022-02-01,Vietnam,131
2022-02-01,Uruguay,126
2022-02-01,Benin,123
2022-02-01,Guatemala,121
2022-02-01,Zambiya,119
2022-02-01,Birleşmiş Milletler,116
2022-02-01,Küba,114
2022-02-01,Komorlar,113
2022-02-01,Hong Kong,113
2022-02-01,Bolivya,110
2022-02-01,Togo,95
2022-02-01,İzlanda,80
2022-02-01,El Salvador,73
2022-02-01,Antigua ve Barbuda,70
2022-02-01,Honduras,69
2022-02-01,Lihtenştayn,62
2022-02-01,Ekvator Ginesi,60
2022-02-01,Paraguay,56
2022-02-01,Jamaika,53
2022-02-01,Kamboçya,48
2022-02-01,Güney Sudan,46
2022-02-01,Mozambik,41
2022-02-01,Burundi,39
2022-02-01,Trinidad ve Tobago,38
2022-02-01,Nikaragua,34
2022-02-01,Grenada,29
2022-02-01,Myanmar,28
2022-02-01,Liberya,27
2022-02-01,Surinam,26
2022-02-01,Gine Bissau,25
2022-02-01,Seyşeller,24
2022-02-01,Vanuatu,22
2022-02-01,Malavi,22
2022-02-01,Madagaskar,20
2022-02-01,Barbados,18
2022-02-01,Orta Afrika Cumhuriyeti,18
2022-02-01,Andorra,17
2022-02-01,Fiji,16
2022-02-01,Botsvana,15
2022-02-01,Namibya,14
2022-02-01,Cabo Verde,12
2022-02-01,Esvatini,11
2022-02-01,Saint Lucia,10
2022-02-01,Bahama Adaları,7
2022-02-01,Lesotho,7
2022-02-01,San Marino,7
2022-02-01,Belize,6
2022-02-01,Nauru,6
2022-02-01,Saint Vincent,5
2022-02-01,Somaliland,4
2022-02-01,Avrupa Birliği,4
2022-02-01,Sao Tome,3
2022-02-01,Guyana,3
2022-02-01,Brunei,2
2022-02-01,Laos,2
2022-02-01,Monako,2
2022-02-01,Kiribati,2
2022-02-01,Doğu Timor,1
2022-02-01,Bhutan,1
2022-02-01,Vatikan,1
2022-02-01,Kuzey Kore,1
2022-02-01,Diğer,0
2022-01-01,Rusya,86977
2022-01-01,İran,67955
2022-01-01,Almanya,59731
2022-01-01,Fransa,27036
2022-01-01,Birleşik Krallık,26072
2022-01-01,Hollanda,23978
2022-01-01,Ukrayna,23855
2022-01-01,ABD,23645
2022-01-01,Kuveyt,22393
2022-01-01,Özbekistan,22039
2022-01-01,Irak,16791
2022-01-01,İsrail,15995
2022-01-01,Azerbaycan,15948
2022-01-01,Kazakistan,13521
2022-01-01,Tunus,12864
2022-01-01,Libya,12606
2022-01-01,Ürdün,12528
2022-01-01,Lübnan,11895
2022-01-01,Belçika,10617
2022-01-01,İsveç,9478
2022-01-01,Mısır,9318
2022-01-01,İtalya,9121
2022-01-01,Avusturya,8781
2022-01-01,İspanya,8722
2022-01-01,Romanya,8647
2022-01-01,Cezayir,8579
2022-01-01,Bahreyn,8547
2022-01-01,Suriye,8271
2022-01-01,Pakistan,8237
2022-01-01,Kırgızistan,7828
2022-01-01,Kosova,7701
2022-01-01,Gürcistan,6235
2022-01-01,Tacikistan,6213
2022-01-01,Bulgaristan,6108
2022-01-01,İsviçre,6074
2022-01-01,Umman,5659
2022-01-01,Fas,5634
2022-01-01,Kanada,5006
2022-01-01,Endonezya,4776
2022-01-01,Arnavutluk,4341
2022-01-01,Yunanistan,4311
2022-01-01,Bosna Hersek,4278
2022-01-01,Sırbistan,3964
2022-01-01,Hindistan,3770
2022-01-01,Polonya,3765
2022-01-01,Birleşik Arap Emirlikleri,3689
2022-01-01,Katar,3571
2022-01-01,Danimarka,3540
2022-01-01,Meksika,3519
2022-01-01,Belarus,3480
2022-01-01,Kolombiya,3427
2022-01-01,Milliyetsiz (Haymatlos),3406
2022-01-01,Brezilya,3283
2022-01-01,Afganistan,3141
2022-01-01,Nijerya,2959
2022-01-01,Moldova,2936
2022-01-01,Avustralya,2881
2022-01-01,Malezya,2877
2022-01-01,Kuzey Kıbrıs,2840
2022-01-01,İrlanda,2730
2022-01-01,Kuzey Makedonya,2670
2022-01-01,Filistin,2658
2022-01-01,Güney Kore,2577
2022-01-01,Norveç,2558
2022-01-01,Moğolistan,2553
2022-01-01,Çin,2321
2022-01-01,Filipinler,2044
2022-01-01,Hırvatistan,1978
2022-01-01,Sudan,1946
2022-01-01,Portekiz,1736
2022-01-01,Yemen,1694
2022-01-01,Türkmenistan,1643
2022-01-01,Macaristan,1622
2022-01-01,Venezuela,1605
2022-01-01,Çekya,1472
2022-01-01,Litvanya,1416
2022-01-01,Somali,1362
2022-01-01,Etiyopya,1346
2022-01-01,Güney Afrika,1207
2022-01-01,Finlandiya,1189
2022-01-01,Karadağ,1043
2022-01-01,Senegal,976
2022-01-01,Arjantin,929
2022-01-01,Slovenya,849
2022-01-01,Bangladeş,840
2022-01-01,Letonya,803
2022-01-01,Demokratik Kongo Cumhuriyeti,800
2022-01-01,Suudi Arabistan,724
2022-01-01,Slovakya,705
2022-01-01,Japonya,699
2022-01-01,Mauritius,698
2022-01-01,Estonya,634
2022-01-01,Eritre,625
2022-01-01,Kamerun,614
2022-01-01,Singapur,573
2022-01-01,Malta,567
2022-01-01,Tayland,560
2022-01-01,Şili,549
2022-01-01,Kenya,532
2022-01-01,Çad,508
2022-01-01,Uganda,503
2022-01-01,Moritanya,500
2022-01-01,Fildişi Sahili,465
2022-01-01,Sierra Leone,446
2022-01-01,Ermenistan,441
2022-01-01,Gabon,433
2022-01-01,Dominika,420
2022-01-01,Mali,417
2022-01-01,Panama,414
2022-01-01,Tanzanya,403
2022-01-01,Peru,378
2022-01-01,Gine,372
2022-01-01,Gana,359
2022-01-01,Cibuti,358
2022-01-01,Maldivler,336
2022-01-01,Haiti,290
2022-01-01,Ekvador,274
2022-01-01,Saint Kitts,248
2022-01-01,Yeni Zelanda,239
2022-01-01,Kosta Rika,226
2022-01-01,Angola,225
2022-01-01,Nijer,219
2022-01-01,Kongo Cumhuriyeti,196
2022-01-01,Güney Kıbrıs,191
2022-01-01,Tayvan,172
2022-01-01,Burkina Faso,157
2022-01-01,Lüksemburg,153
2022-01-01,Gambiya,144
2022-01-01,Sri Lanka,143
2022-01-01,Uruguay,143
2022-01-01,Dominik Cumhuriyeti,142
2022-01-01,Nepal,128
2022-01-01,Benin,125
2022-01-01,Komorlar,117
2022-01-01,Zimbabve,117
2022-01-01,Birleşmiş Milletler,111
2022-01-01,Vietnam,106
2022-01-01,Bolivya,99
2022-01-01,Guatemala,99
2022-01-01,Küba,95
2022-01-01,Hong Kong,94
2022-01-01,Honduras,85
2022-01-01,Togo,82
2022-01-01,Antigua ve Barbuda,77
2022-01-01,El Salvador,69
2022-01-01,Ruanda,67
2022-01-01,Zambiya,54
2022-01-01,İzlanda,51
2022-01-01,Paraguay,48
2022-01-01,Güney Sudan,45
2022-01-01,Gine Bissau,41
2022-01-01,Grenada,38
2022-01-01,Jamaika,38
2022-01-01,Burundi,37
2022-01-01,Trinidad ve Tobago,34
2022-01-01,Myanmar,33
2022-01-01,Barbados,29
2022-01-01,Lihtenştayn,27
2022-01-01,Nikaragua,27
2022-01-01,Liberya,25
2022-01-01,Saint Lucia,24
2022-01-01,Seyşeller,23
2022-01-01,Namibya,22
2022-01-01,Andorra,21
2022-01-01,Ekvator Ginesi,21
2022-01-01,Mozambik,21
2022-01-01,Madagaskar,14
2022-01-01,Vanuatu,14
2022-01-01,Orta Afrika Cumhuriyeti,13
2022-01-01,Cabo Verde,13
2022-01-01,Malavi,11
2022-01-01,Surinam,10
2022-01-01,Fiji,9
2022-01-01,Belize,7
2022-01-01,Kamboçya,6
2022-01-01,Bahama Adaları,3
2022-01-01,Botsvana,3
2022-01-01,Brunei,3
2022-01-01,Saint Vincent,3
2022-01-01,Somaliland,3
2022-01-01,Doğu Timor,2
2022-01-01,Laos,2
2022-01-01,Lesotho,2
2022-01-01,Monako,2
2022-01-01,San Marino,2
2022-01-01,Avrupa Birliği,1
2022-01-01,Bhutan,1
2022-01-01,Makao,1
2022-01-01,Sao Tome,1
2022-01-01,Vatikan,1
2022-01-01,Diğer,0
2021-12-01,İran,93753
2021-12-01,Almanya,92716
2021-12-01,Rusya,90876
2021-12-01,Fransa,39858
2021-12-01,Birleşik Krallık,36881
2021-12-01,ABD,33773
2021-12-01,Hollanda,32603
2021-12-01,Ukrayna,26167
2021-12-01,Irak,26053
2021-12-01,İsrail,23647
2021-12-01,Özbekistan,22242
2021-12-01,Kuveyt,21556
2021-12-01,Tunus,19409
2021-12-01,Libya,18698
2021-12-01,Azerbaycan,18014
2021-12-01,Lübnan,17390
2021-12-01,Kazakistan,17304
2021-12-01,Ürdün,16491
2021-12-01,Birleşik Arap Emirlikleri,16194
2021-12-01,İspanya,15422
2021-12-01,Mısır,15245
2021-12-01,Avusturya,14541
2021-12-01,Belçika,14138
2021-12-01,Pakistan,12982
2021-12-01,İsveç,12540
2021-12-01,Katar,11190
2021-12-01,Suriye,10966
2021-12-01,İtalya,10818
2021-12-01,Cezayir,10018
2021-12-01,İsviçre,9760
2021-12-01,Bahreyn,9597
2021-12-01,Kosova,8937
2021-12-01,Romanya,8510
2021-12-01,Fas,8055
2021-12-01,Hindistan,7944
2021-12-01,Kırgızistan,7658
2021-12-01,Bulgaristan,7288
2021-12-01,Kanada,7236
2021-12-01,Endonezya,7072
2021-12-01,Gürcistan,6300
2021-12-01,Yunanistan,5808
2021-12-01,Kolombiya,5328
2021-12-01,Milliyetsiz (Haymatlos),5286
2021-12-01,Danimarka,5228
2021-12-01,Sırbistan,5175
2021-12-01,Umman,5054
2021-12-01,Arnavutluk,4946
2021-12-01,Filistin,4753
2021-12-01,Bosna Hersek,4738
2021-12-01,Meksika,4235
2021-12-01,Malezya,4178
2021-12-01,Afganistan,3827
2021-12-01,Kuzey Kıbrıs,3823
2021-12-01,Çin,3704
2021-12-01,Belarus,3672
2021-12-01,Diğer,95096
2021-11-01,Rusya,92427
2021-11-01,İran,85300
2021-11-01,Almanya,67025
2021-11-01,İsrail,40451
2021-11-01,Fransa,37558
